chi,chi_nircam,chi_miri,chi_reduced,chi_reduced_full,offset,offset_reduced_full,run
2.448852,1.901461,4.273491,5.348416,2.553587,39,39,3520
2.215616,2.434949,1.484508,1.726295,2.300879,46,46,3521
2.171618,2.061726,2.537927,3.113826,2.260772,41,41,3522
2.220675,2.423163,1.545714,1.805297,2.306269,46,46,3523
2.181277,2.0455,2.633866,3.237355,2.270986,41,41,3524
2.224167,2.413633,1.592615,1.865829,2.309994,46,46,3525
2.187382,2.032601,2.703318,3.326792,2.277448,41,41,3526
2.224774,2.411752,1.601514,1.877308,2.310641,46,46,3527
2.18838,2.030076,2.716059,3.343199,2.278505,41,41,3528
1.954989,2.20601,1.118253,0.596084,1.90143,57,57,3529
2.122743,2.438783,1.069274,1.12543,2.190311,48,48,3530
1.953153,2.204914,1.113953,0.592582,1.899878,57,57,3531
2.128306,2.427384,1.131381,1.205913,2.196295,48,48,3532
1.951592,2.20375,1.111064,0.590292,1.898501,57,57,3533
2.131826,2.418061,1.177707,1.265899,2.200085,48,48,3534
1.951335,2.203564,1.110569,0.589912,1.898279,57,57,3535
2.132433,2.41622,1.186478,1.277261,2.200741,48,48,3536
1.790572,1.407238,3.068353,2.179958,1.553428,102,102,3537
1.28871,1.023668,2.172185,1.319474,1.079631,95,95,3538
1.796402,1.410106,3.084057,2.195425,1.55868,102,102,3539
1.288071,1.022843,2.172164,1.319504,1.078968,95,95,3540
1.802959,1.413217,3.102099,2.213165,1.564559,102,102,3541
1.28774,1.022022,2.173465,1.320695,1.078528,95,95,3542
1.804532,1.413955,3.106452,2.217449,1.565968,102,102,3543
1.287747,1.021862,2.17403,1.321196,1.078493,95,95,3544
1.265634,1.071912,1.911375,2.060883,1.259015,75,75,3545
1.315258,1.058634,2.17067,2.475162,1.326626,73,73,3546
1.268946,1.068321,1.937696,2.094397,1.262444,75,75,3547
1.324722,1.056607,2.21844,2.548378,1.338834,73,73,3548
1.280081,1.065039,1.996887,2.192538,1.27835,75,75,3549
1.332913,1.051448,2.271132,2.623179,1.348802,72,72,3550
1.284571,1.064454,2.018292,2.228233,1.284629,75,75,3551
1.337008,1.049674,2.294786,2.659429,1.354222,72,72,3552
1.301193,1.110269,1.937606,2.097627,1.297066,76,76,3553
1.340754,1.104239,2.129137,2.409323,1.351146,74,74,3554
1.310578,1.109451,1.980999,2.167595,1.30964,75,75,3555
1.346155,1.100886,2.163718,2.45576,1.357213,74,74,3556
1.317865,1.104661,2.028548,2.237852,1.319048,75,75,3557
1.360431,1.098064,2.234987,2.567013,1.375973,73,73,3558
1.320861,1.103244,2.046251,2.265801,1.323187,75,75,3559
1.36488,1.096565,2.259261,2.604257,1.381804,73,73,3560
3.768722,2.745634,7.179018,9.205247,3.967723,36,36,3561
3.592599,1.553798,10.3886,13.13345,3.744544,26,26,3562
3.535611,2.152124,8.147234,10.45032,3.722053,33,33,3563
3.630257,1.195056,11.74759,14.8807,3.784232,23,23,3564
3.465184,1.896929,8.692701,11.15201,3.64789,31,31,3565
3.687456,1.104586,12.29702,15.58787,3.844667,21,21,3566
3.458459,1.857111,8.796284,11.28521,3.640806,31,31,3567
3.69746,1.093698,12.37667,15.69109,3.855366,21,21,3568
3.089435,2.513831,5.008115,6.284166,3.227137,36,36,3569
2.774477,1.625999,6.602739,8.261959,2.881451,29,29,3570
3.030461,2.403443,5.120522,6.428714,3.164981,36,36,3571
2.764475,1.538805,6.850042,8.579071,2.870748,29,29,3572
2.991182,2.323331,5.217351,6.553211,3.123579,35,35,3573
2.758778,1.481891,7.015067,8.790589,2.864618,28,28,3574
2.984212,2.308538,5.23646,6.577784,3.116233,35,35,3575
2.75811,1.47192,7.045409,8.829449,2.863885,28,28,3576
2.870085,2.463945,4.223884,5.280256,2.996761,37,37,3577
2.537335,1.639079,5.53152,6.901269,2.634628,31,31,3578
2.842734,2.415612,4.266475,5.334992,2.967927,37,37,3579
2.536463,1.595894,5.671696,7.080986,2.633614,30,30,3580
2.823533,2.378186,4.308022,5.388395,2.947685,37,37,3581
2.535856,1.564272,5.774468,7.212739,2.632901,30,30,3582
2.820005,2.371026,4.316602,5.399415,2.943964,37,37,3583
2.535851,1.55846,5.793818,7.237535,2.63288,30,30,3584
2.466544,2.782109,1.41466,1.675023,2.57266,44,44,3585
2.205768,1.946652,3.069489,3.773036,2.292184,35,35,3586
2.463984,2.769716,1.444877,1.7143,2.570042,44,44,3587
2.222085,1.914129,3.248604,4.002923,2.309306,35,35,3588
2.463451,2.759575,1.476372,1.755106,2.56954,44,44,3589
2.232042,1.888834,3.376069,4.166546,2.319752,35,35,3590
2.463475,2.757606,1.483039,1.763743,2.569577,44,44,3591
2.233708,1.883962,3.399527,4.19666,2.3215,35,35,3592
1.640126,1.518511,2.045509,1.311842,1.479411,68,68,3593
2.410604,2.790945,1.142801,1.191639,2.488374,48,48,3594
1.693236,1.618745,1.941539,1.28316,1.555256,66,66,3595
2.384207,2.784761,1.049027,1.07567,2.46142,48,48,3596
1.614069,1.523484,1.916021,1.280374,1.47749,67,67,3597
2.370456,2.77932,1.007577,1.024998,2.447421,48,48,3598
1.698852,1.625672,1.942786,1.297966,1.563674,66,66,3599
2.36824,2.778103,1.00203,1.018315,2.44517,48,48,3600
2.295712,2.467106,1.724395,1.215701,2.230354,98,98,3601
1.723247,1.676134,1.880292,1.312141,1.60727,97,97,3602
2.302643,2.475387,1.726829,1.212219,2.236409,98,98,3603
1.725251,1.674949,1.892924,1.322015,1.608178,97,97,3604
2.31471,2.484207,1.749719,1.227903,2.246528,99,99,3605
1.728754,1.67162,1.919197,1.34145,1.609156,97,97,3606
2.319807,2.486076,1.765576,1.239542,2.250245,99,99,3607
1.731883,1.670069,1.937928,1.355148,1.610489,98,98,3608
1.997073,2.282787,1.044695,0.754667,1.993683,87,87,3609
1.741992,1.964107,1.001608,0.607143,1.707384,88,88,3610
1.971354,2.263299,0.998206,0.681729,1.964083,88,88,3611
1.731921,1.955541,0.98652,0.575277,1.69441,88,88,3612
1.95792,2.249013,0.987612,0.644779,1.945509,89,89,3613
1.73375,1.955657,0.994057,0.563367,1.692251,89,89,3614
1.933611,2.216378,0.991055,0.623059,1.914939,89,89,3615
1.716507,1.927,1.014865,0.559583,1.668299,89,89,3616
1.911273,2.172019,1.042117,0.751474,1.903268,86,86,3617
1.674241,1.87838,0.993777,0.592606,1.635126,87,87,3618
1.883415,2.151442,0.989992,0.670618,1.871287,87,87,3619
1.663008,1.868824,0.976955,0.558112,1.620852,87,87,3620
1.872306,2.140738,0.977533,0.631047,1.855121,88,88,3621
1.665762,1.870475,0.983386,0.545237,1.619754,88,88,3622
1.847795,2.107752,0.981271,0.607658,1.82395,88,88,3623
1.648389,1.841553,1.00451,0.541159,1.595533,89,89,3624
1.594694,1.084415,3.295625,3.204874,1.485583,76,76,3625
1.846717,1.249781,3.836505,3.83549,1.738969,90,90,3626
1.595129,1.08602,3.292158,3.199662,1.485898,76,76,3627
1.846706,1.252209,3.82836,3.824217,1.738806,90,90,3628
1.597413,1.088615,3.293408,3.200156,1.488096,76,76,3629
1.848956,1.256123,3.825068,3.818636,1.740923,90,90,3630
1.598619,1.089726,3.29493,3.201653,1.48928,75,75,3631
1.850372,1.257938,3.825153,3.818244,1.74232,90,90,3632
1.768987,1.378904,3.069266,2.960554,1.678135,80,80,3633
2.104149,1.628701,3.688975,3.675661,2.015964,94,94,3634
1.768321,1.379253,3.065215,2.955025,1.677372,80,80,3635
2.103862,1.629544,3.684921,3.669966,2.01557,94,94,3636
1.767743,1.379562,3.061677,2.95024,1.676718,80,80,3637
2.103847,1.630338,3.68221,3.666055,2.015474,94,94,3638
1.767678,1.379645,3.061121,2.949437,1.676632,80,80,3639
2.103919,1.630571,3.681746,3.665349,2.015529,94,94,3640
1.840696,1.558622,2.780942,2.632532,1.761794,82,82,3641
2.202998,1.820168,3.479097,3.409575,2.120867,96,96,3642
1.840897,1.559036,2.780432,2.631537,1.761942,82,82,3643
2.204115,1.821212,3.480458,3.410745,2.121934,96,96,3644
1.840756,1.559375,2.77869,2.629063,1.761749,82,82,3645
2.204931,1.822204,3.480685,3.410535,2.122699,96,96,3646
1.840782,1.559485,2.778437,2.628651,1.76176,82,82,3647
2.205083,1.822415,3.480645,3.410411,2.122846,96,96,3648
1.873416,1.677579,2.526205,2.314691,1.798114,83,83,3649
2.241565,1.919386,3.315494,3.156437,2.153423,97,97,3650
1.873957,1.678122,2.526741,2.315043,1.798621,83,83,3651
2.243563,1.920917,3.31905,3.160261,2.155387,97,97,3652
1.874442,1.678731,2.526813,2.314767,1.799062,83,83,3653
2.245277,1.922349,3.321702,3.162977,2.157063,97,97,3654
1.874493,1.678832,2.5267,2.314587,1.79911,83,83,3655
2.245626,1.922662,3.322174,3.163459,2.157407,97,97,3656
1.89222,1.761908,2.326595,2.037574,1.814061,85,85,3657
2.247973,1.958515,3.212831,2.943844,2.144929,98,98,3658
1.893146,1.762756,2.327778,2.038662,1.814955,85,85,3659
2.250869,1.96073,3.217998,2.949471,2.147789,98,98,3660
1.893988,1.763565,2.328732,2.03946,1.815761,85,85,3661
2.253411,1.962729,3.222352,2.9542,2.150304,98,98,3662
1.894169,1.763727,2.328973,2.039674,1.815934,85,85,3663
2.253983,1.963178,3.223333,2.955257,2.150869,98,98,3664
1.926235,1.838072,2.22011,1.697714,1.811518,88,88,3665
2.140157,1.845484,3.122402,2.579563,1.984364,98,98,3666
1.928827,1.840574,2.223003,1.700936,1.814156,88,88,3667
2.146019,1.849662,3.133874,2.591871,1.99008,98,98,3668
1.931245,1.842933,2.225619,1.70383,1.816616,88,88,3669
2.151766,1.853872,3.144747,2.603597,1.995712,98,98,3670
1.931684,1.84339,2.225997,1.704282,1.817072,88,88,3671
2.152901,1.854689,3.146941,2.605932,1.996816,98,98,3672
2.585803,1.44825,6.377647,5.165761,2.151563,108,108,3673
2.393803,1.383031,5.763042,4.660291,2.003053,108,108,3674
2.596653,1.44996,6.41896,5.206742,2.160703,108,108,3675
2.403689,1.384779,5.800059,4.697229,2.011458,108,108,3676
2.607747,1.451805,6.460888,5.248391,2.170078,108,108,3677
2.414256,1.386716,5.839388,4.736563,2.020471,108,108,3678
2.61019,1.452223,6.470079,5.257475,2.172135,108,108,3679
2.416625,1.387167,5.848152,4.74532,2.022493,108,108,3680
2.671595,1.369046,7.013426,5.940909,2.233993,114,114,3681
2.354958,1.297326,5.880395,4.873986,1.973992,112,112,3682
2.682026,1.370309,7.054416,5.982247,2.242838,114,114,3683
2.364469,1.298374,5.91812,4.912172,1.982065,112,112,3684
2.69279,1.371674,7.096511,6.024743,2.251984,114,114,3685
2.374419,1.299538,5.957354,4.951974,1.990539,112,112,3686
2.695249,1.372009,7.10605,6.034368,2.254077,114,114,3687
2.376749,1.299823,5.966504,4.961284,1.992532,112,112,3688
1.341635,1.003492,2.468782,2.321206,1.252789,74,74,3689
1.456095,1.094371,2.66184,2.498218,1.359964,86,86,3690
1.341946,1.004421,2.467028,2.318497,1.25303,74,74,3691
1.455831,1.094766,2.659378,2.494742,1.359627,86,86,3692
1.343586,1.006098,2.468546,2.319823,1.254641,74,74,3693
1.456214,1.095475,2.658679,2.493398,1.359947,86,86,3694
1.34434,1.006739,2.469677,2.320961,1.255375,74,74,3695
1.456621,1.095889,2.659062,2.493625,1.360325,86,86,3696
1.447671,1.228813,2.177199,1.975793,1.370133,78,78,3697
1.630268,1.362472,2.522924,2.306312,1.541036,90,90,3698
1.447717,1.228943,2.176963,1.975392,1.370163,78,78,3699
1.630397,1.362669,2.522823,2.306103,1.541156,90,90,3700
1.447658,1.229084,2.176236,1.974328,1.370076,78,78,3701
1.630585,1.362952,2.522698,2.305752,1.541319,90,90,3702
1.447628,1.229124,2.175976,1.973992,1.370045,78,78,3703
1.630596,1.363018,2.522523,2.305527,1.54133,90,90,3704
1.479279,1.342583,1.934932,1.667289,1.404014,81,81,3705
1.685665,1.459396,2.439894,2.13751,1.587688,93,93,3706
1.479401,1.342726,1.934986,1.667269,1.404126,81,81,3707
1.686047,1.459683,2.440594,2.138199,1.588051,93,93,3708
1.479544,1.342883,1.935083,1.667255,1.40425,81,81,3709
1.686376,1.459963,2.441086,2.138664,1.588366,93,93,3710
1.479541,1.342892,1.935038,1.66719,1.404246,81,81,3711
1.686421,1.46,2.441158,2.138732,1.588409,93,93,3712
1.495336,1.407502,1.788117,1.45647,1.416766,82,82,3713
1.700934,1.492147,2.396888,2.008476,1.589831,94,94,3714
1.495536,1.407694,1.788343,1.456638,1.416954,82,82,3715
1.701388,1.492493,2.397706,2.009324,1.590271,94,94,3716
1.495725,1.407865,1.788591,1.45678,1.417119,82,82,3717
1.701769,1.492767,2.398443,2.01008,1.590637,94,94,3718
1.495747,1.407888,1.788609,1.456785,1.417139,82,82,3719
1.701855,1.492821,2.398634,2.010275,1.590718,94,94,3720
1.507936,1.44906,1.704189,1.301141,1.421076,84,84,3721
1.690692,1.484821,2.376929,1.893563,1.562151,94,94,3722
1.508183,1.449284,1.704515,1.301383,1.421303,84,84,3723
1.691388,1.485273,2.378436,1.895079,1.562804,94,94,3724
1.508377,1.44944,1.704835,1.301625,1.421475,84,84,3725
1.69196,1.485638,2.379698,1.896405,1.563351,94,94,3726
1.508417,1.449466,1.704922,1.301695,1.421509,84,84,3727
1.692024,1.48568,2.379837,1.896547,1.563412,94,94,3728
1.499206,1.414117,1.782838,1.164133,1.366823,87,87,3729
1.57648,1.362823,2.288669,1.609554,1.409502,93,93,3730
1.499925,1.414667,1.784118,1.165365,1.367501,87,87,3731
1.577561,1.363402,2.291426,1.61227,1.410485,93,93,3732
1.500457,1.415061,1.78511,1.166326,1.368003,87,87,3733
1.578559,1.363901,2.294086,1.614872,1.411382,93,93,3734
1.500592,1.415155,1.785383,1.166586,1.368129,87,87,3735
1.578705,1.363977,2.294466,1.615253,1.411516,93,93,3736
1.71154,1.213248,3.372511,2.293257,1.417574,96,96,3737
1.540591,1.169067,2.779005,1.816506,1.291556,96,96,3738
1.713119,1.213612,3.378144,2.298466,1.418854,96,96,3739
1.54127,1.169285,2.781221,1.818559,1.292121,96,96,3740
1.714499,1.213941,3.383025,2.302986,1.419977,96,96,3741
1.541983,1.169496,2.783607,1.82079,1.292714,96,96,3742
1.714728,1.214004,3.383811,2.303706,1.420163,96,96,3743
1.54209,1.169529,2.783959,1.821117,1.292802,96,96,3744
1.723455,1.198154,3.474459,2.438254,1.432768,99,99,3745
1.453296,1.138969,2.501053,1.61757,1.229515,97,97,3746
1.724593,1.198405,3.478554,2.442094,1.433697,99,99,3747
1.453549,1.139068,2.501822,1.618325,1.229738,97,97,3748
1.725611,1.19863,3.482213,2.445543,1.434533,99,99,3749
1.453896,1.139173,2.502971,1.619405,1.230028,97,97,3750
1.725854,1.198684,3.483086,2.446367,1.434733,99,99,3751
1.453942,1.139185,2.503132,1.619578,1.23007,97,97,3752
1.174345,0.942688,1.946534,1.726999,1.091071,73,73,3753
1.28274,1.009532,2.193433,1.910302,1.179948,86,86,3754
1.173914,0.942544,1.945145,1.725086,1.090593,73,73,3755
1.282288,1.009206,2.192561,1.909177,1.179471,86,86,3756
1.173854,0.942496,1.945048,1.724753,1.09049,73,73,3757
1.281977,1.008839,2.192434,1.90889,1.179119,86,86,3758
1.173949,0.942523,1.94537,1.725126,1.090583,73,73,3759
1.281946,1.008787,2.192476,1.908936,1.179085,86,86,3760
1.250904,1.128399,1.659255,1.348366,1.170014,78,78,3761
1.433868,1.217486,2.155138,1.774836,1.322931,90,90,3762
1.250929,1.128442,1.659218,1.348288,1.170035,78,78,3763
1.433964,1.217576,2.155254,1.774943,1.323024,90,90,3764
1.250979,1.128497,1.659252,1.348286,1.170079,78,78,3765
1.434052,1.217676,2.155306,1.774972,1.323111,90,90,3766
1.250976,1.128498,1.659237,1.348266,1.170076,78,78,3767
1.434088,1.217691,2.155411,1.775076,1.323142,90,90,3768
1.296149,1.214364,1.568767,1.169868,1.205946,82,82,3769
1.501139,1.277344,2.247122,1.756582,1.368011,93,93,3770
1.296202,1.214419,1.568812,1.169873,1.205991,82,82,3771
1.501302,1.277442,2.247502,1.756947,1.368159,93,93,3772
1.296236,1.214441,1.568887,1.169919,1.206018,82,82,3773
1.501365,1.277466,2.247696,1.75712,1.368211,93,93,3774
1.296241,1.214443,1.568899,1.169914,1.206019,82,82,3775
1.501405,1.277479,2.247827,1.757252,1.368246,93,93,3776
1.331791,1.259817,1.571705,1.104496,1.230432,84,84,3777
1.52411,1.286697,2.315485,1.731434,1.370837,94,94,3778
1.331859,1.25985,1.571888,1.104641,1.230486,84,84,3779
1.524287,1.286761,2.31604,1.73198,1.370991,94,94,3780
1.331906,1.259874,1.572013,1.104732,1.230523,84,84,3781
1.524372,1.286794,2.316298,1.732236,1.371066,94,94,3782
1.331907,1.259875,1.572013,1.10473,1.230524,84,84,3783
1.524416,1.286808,2.316439,1.732376,1.371105,94,94,3784
1.366777,1.286949,1.632868,1.096183,1.250858,86,86,3785
1.506341,1.261811,2.321439,1.64613,1.33452,94,94,3786
1.366852,1.286987,1.633068,1.096342,1.250919,86,86,3787
1.506554,1.261868,2.322171,1.646823,1.334698,94,94,3788
1.366929,1.287018,1.633298,1.096537,1.250981,86,86,3789
1.506773,1.261935,2.3229,1.647528,1.334885,94,94,3790
1.366944,1.287024,1.633346,1.096577,1.250994,86,86,3791
1.506816,1.26195,2.323037,1.64766,1.334922,94,94,3792
1.366931,1.208582,1.894762,1.188796,1.204838,89,89,3793
1.429857,1.184962,2.246172,1.472975,1.239451,94,94,3794
1.36722,1.208689,1.895656,1.189634,1.205084,89,89,3795
1.430122,1.185018,2.247136,1.473854,1.239663,94,94,3796
1.367459,1.208774,1.896407,1.190321,1.205283,89,89,3797
1.430293,1.185061,2.24773,1.474412,1.239803,94,94,3798
1.367513,1.208799,1.896559,1.190462,1.20533,89,89,3799
1.430336,1.185074,2.247874,1.474545,1.239839,94,94,3800
1.416194,1.102084,2.463227,1.550553,1.186929,95,95,3801
1.366489,1.111385,2.216833,1.355942,1.157653,95,95,3802
1.416437,1.102128,2.464132,1.551378,1.187121,95,95,3803
1.366599,1.111437,2.217139,1.356226,1.157748,95,95,3804
1.416615,1.102169,2.464769,1.551961,1.187264,95,95,3805
1.36659,1.111463,2.217013,1.356128,1.157751,95,95,3806
1.416622,1.102173,2.464785,1.551976,1.187271,95,95,3807
1.366612,1.111478,2.217055,1.356173,1.157772,95,95,3808
1.397803,1.109911,2.357441,1.473223,1.178646,95,95,3809
1.282858,1.113549,1.84722,1.095629,1.110159,94,94,3810
1.397849,1.109945,2.357528,1.473306,1.178689,95,95,3811
1.282783,1.113556,1.846872,1.095385,1.110118,94,94,3812
1.397979,1.109994,2.357928,1.47368,1.1788,95,95,3813
1.28272,1.113565,1.84657,1.09518,1.110087,94,94,3814
1.397999,1.110002,2.357988,1.473741,1.178818,95,95,3815
1.282714,1.113567,1.846537,1.095158,1.110084,94,94,3816
1.159096,0.918183,1.962138,1.71734,1.069375,73,73,3817
1.267534,0.982395,2.217998,1.908474,1.157599,86,86,3818
1.158577,0.918157,1.959981,1.714563,1.068828,73,73,3819
1.267439,0.982387,2.217612,1.907978,1.157499,86,86,3820
1.158365,0.918157,1.959056,1.713329,1.068595,73,73,3821
1.267443,0.982389,2.217623,1.907912,1.157488,86,86,3822
1.158386,0.918165,1.959125,1.713417,1.068618,73,73,3823
1.267459,0.982393,2.217679,1.907985,1.157505,86,86,3824
1.283072,1.131496,1.788327,1.482904,1.197979,79,79,3825
1.442387,1.20868,2.221411,1.855487,1.331048,90,90,3826
1.283058,1.131513,1.788208,1.482732,1.19796,79,79,3827
1.442516,1.208734,2.22179,1.85584,1.33116,90,90,3828
1.283018,1.131536,1.787957,1.482352,1.197907,79,79,3829
1.442524,1.20876,2.221735,1.855705,1.331155,90,90,3830
1.282995,1.131538,1.787854,1.48222,1.197883,79,79,3831
1.442517,1.208763,2.221699,1.855656,1.331148,90,90,3832
1.353847,1.247104,1.709657,1.338852,1.264462,82,82,3833
1.5187,1.300837,2.244909,1.793175,1.393982,93,93,3834
1.353899,1.247145,1.709745,1.338868,1.264498,82,82,3835
1.518911,1.300913,2.245571,1.79378,1.394158,93,93,3836
1.353975,1.247202,1.709884,1.33892,1.264554,82,82,3837
1.519046,1.300961,2.245994,1.794172,1.394271,93,93,3838
1.353976,1.247207,1.709876,1.338901,1.264554,82,82,3839
1.519101,1.300982,2.246165,1.794325,1.394317,93,93,3840
1.396776,1.31213,1.678928,1.254537,1.301234,84,84,3841
1.530379,1.325989,2.211679,1.679163,1.392806,93,93,3842
1.39691,1.312218,1.679215,1.254719,1.30134,84,84,3843
1.530768,1.326139,2.212864,1.680283,1.393139,93,93,3844
1.397061,1.312297,1.679607,1.255019,1.30146,84,84,3845
1.531074,1.326257,2.2138,1.681174,1.393403,93,93,3846
1.397131,1.312337,1.679781,1.255163,1.30152,84,84,3847
1.531115,1.326277,2.213908,1.681284,1.393441,93,93,3848
1.428427,1.355086,1.672896,1.192368,1.324302,86,86,3849
1.497881,1.309576,2.125565,1.518704,1.349141,93,93,3850
1.428641,1.355197,1.673457,1.192803,1.324474,86,86,3851
1.498393,1.309756,2.127184,1.520215,1.349573,93,93,3852
1.428853,1.355308,1.674002,1.193258,1.32465,86,86,3853
1.498786,1.309902,2.128399,1.521372,1.34991,93,93,3854
1.428906,1.355334,1.674147,1.193378,1.324694,86,86,3855
1.498917,1.309949,2.128812,1.521741,1.350017,93,93,3856
1.385342,1.29564,1.684345,1.080675,1.254971,88,88,3857
1.432551,1.255561,2.022516,1.348961,1.273232,92,92,3858
1.385849,1.295896,1.685694,1.081866,1.255404,88,88,3859
1.43318,1.255823,2.024371,1.350658,1.273764,92,92,3860
1.386332,1.296132,1.686995,1.083014,1.255813,88,88,3861
1.433771,1.256054,2.026164,1.352302,1.274263,92,92,3862
1.38641,1.296173,1.687201,1.0832,1.255881,88,88,3863
1.433881,1.256092,2.026512,1.352616,1.274353,92,92,3864
1.313163,1.153422,1.845633,1.064739,1.136644,90,90,3865
1.371577,1.14614,2.123034,1.298667,1.174997,93,93,3866
1.314318,1.153734,1.849598,1.068224,1.137557,90,90,3867
1.37227,1.146282,2.125567,1.300894,1.175533,94,94,3868
1.315539,1.154077,1.853745,1.071869,1.138524,90,90,3869
1.372875,1.146348,2.127964,1.303009,1.175987,94,94,3870
1.315725,1.154134,1.854361,1.072419,1.138675,90,90,3871
1.373043,1.146376,2.128597,1.303575,1.176117,94,94,3872
1.323362,1.118882,2.004961,1.172241,1.128977,91,91,3873
1.35393,1.111957,2.160506,1.305541,1.148581,94,94,3874
1.32441,1.119168,2.008552,1.175425,1.129811,91,91,3875
1.354062,1.111981,2.160999,1.305973,1.148682,94,94,3876
1.325456,1.119467,2.012087,1.178564,1.130647,91,91,3877
1.354305,1.112032,2.161883,1.306753,1.148871,94,94,3878
1.325714,1.119542,2.012952,1.179331,1.130853,91,91,3879
1.354354,1.112041,2.162063,1.306911,1.148909,94,94,3880
1.161424,0.920219,1.965441,1.710871,1.069802,74,74,3881
1.271257,0.983047,2.231957,1.917762,1.159885,86,86,3882
1.161165,0.920224,1.964301,1.709402,1.069528,74,74,3883
1.271221,0.983049,2.231792,1.91755,1.159847,86,86,3884
1.160973,0.920232,1.963441,1.708294,1.069325,74,74,3885
1.271201,0.98305,2.231704,1.917439,1.159826,86,86,3886
1.160984,0.920239,1.963468,1.708324,1.069336,74,74,3887
1.271209,0.983053,2.231728,1.91747,1.159834,86,86,3888
1.329768,1.147722,1.936586,1.648647,1.242492,79,79,3889
1.464517,1.218684,2.283961,1.933298,1.353881,91,91,3890
1.329608,1.147757,1.93578,1.647497,1.242302,79,79,3891
1.46462,1.218736,2.284234,1.933559,1.353973,91,91,3892
1.329488,1.147785,1.935165,1.646673,1.242169,79,79,3893
1.46468,1.218748,2.284453,1.933673,1.354004,91,91,3894
1.32951,1.147794,1.935233,1.646733,1.242188,79,79,3895
1.464705,1.218758,2.28453,1.933756,1.354028,91,91,3896
1.434453,1.287767,1.923408,1.588055,1.344578,82,82,3897
1.553855,1.328153,2.306196,1.892804,1.434979,93,93,3898
1.434423,1.28786,1.922967,1.587259,1.344503,82,82,3899
1.554115,1.328248,2.307004,1.893532,1.435194,93,93,3900
1.434423,1.287949,1.92267,1.586722,1.344473,82,82,3901
1.554351,1.32832,2.307788,1.894214,1.435381,93,93,3902
1.434503,1.287984,1.922899,1.586911,1.344538,82,82,3903
1.554395,1.328319,2.30798,1.894358,1.435408,93,93,3904
1.497298,1.373826,1.908874,1.530583,1.403483,84,84,3905
1.57114,1.369065,2.24472,1.766124,1.444185,93,93,3906
1.497413,1.373989,1.908826,1.53015,1.403533,84,84,3907
1.57166,1.369261,2.246322,1.76757,1.444617,93,93,3908
1.497596,1.37416,1.90905,1.530086,1.40366,84,84,3909
1.572123,1.369411,2.247831,1.768901,1.44499,93,93,3910
1.497636,1.374182,1.909151,1.530167,1.403693,84,84,3911
1.572232,1.369445,2.248188,1.769194,1.445073,93,93,3912
1.54033,1.434843,1.891952,1.465246,1.440595,86,86,3913
1.540609,1.365408,2.124614,1.584653,1.406887,93,93,3914
1.540649,1.435106,1.892459,1.465359,1.440829,86,86,3915
1.541242,1.365607,2.126694,1.586499,1.407397,93,93,3916
1.540937,1.435299,1.893063,1.46562,1.441036,86,86,3917
1.541864,1.365773,2.128836,1.58833,1.407878,93,93,3918
1.541077,1.435364,1.893452,1.465925,1.441146,86,86,3919
1.542071,1.36582,2.129574,1.588976,1.408039,93,93,3920
1.494205,1.392651,1.832721,1.292301,1.373665,87,87,3921
1.477635,1.326921,1.980014,1.391099,1.339063,92,92,3922
1.494904,1.393129,1.834152,1.293288,1.37424,87,87,3923
1.478507,1.327225,1.982782,1.393459,1.339755,92,92,3924
1.495692,1.39361,1.835964,1.294625,1.374883,87,87,3925
1.479366,1.327467,1.985697,1.395886,1.340411,92,92,3926
1.49592,1.393707,1.83663,1.295167,1.375064,88,88,3927
1.479601,1.327515,1.986554,1.39657,1.340579,92,92,3928
1.466042,1.46661,1.464147,0.888289,1.357198,86,86,3929
1.434141,1.367014,1.657897,1.036083,1.304406,91,91,3930
1.46789,1.467522,1.469119,0.890904,1.358432,86,86,3931
1.435569,1.366856,1.66461,1.041133,1.305233,91,91,3932
1.470336,1.468202,1.47745,0.895396,1.359834,86,86,3933
1.437687,1.366088,1.676351,1.049765,1.306243,91,91,3934
1.470799,1.467806,1.480777,0.897014,1.359818,86,86,3935
1.438198,1.365255,1.681341,1.053173,1.306213,91,91,3936
1.450527,1.48625,1.331449,0.753124,1.347551,85,85,3937
1.415943,1.378773,1.539846,0.89198,1.286677,90,90,3938
1.452197,1.486759,1.336993,0.755468,1.348406,86,86,3939
1.417143,1.377895,1.54797,0.897781,1.287062,90,90,3940
1.454826,1.48665,1.348747,0.76113,1.349389,86,86,3941
1.419155,1.375396,1.565018,0.909903,1.287329,91,91,3942
1.454922,1.484865,1.355113,0.763904,1.348467,86,86,3943
1.419118,1.372226,1.575425,0.916889,1.286081,91,91,3944
1.186232,1.008543,1.778528,1.663099,1.132378,75,75,3945
1.176376,1.099043,1.434154,0.902024,1.061769,80,80,3946
1.683199,1.231005,3.190513,3.375602,1.63674,70,70,3947
1.960096,1.241858,4.354223,5.014656,1.955631,63,63,3948
1.262174,1.105343,1.784944,1.664073,1.211048,65,65,3949
1.020211,0.941262,1.283373,0.66642,0.889265,79,79,3950
1.4374,1.012947,2.852246,2.897141,1.369416,64,64,3951
1.708189,1.017954,4.008973,4.539648,1.684221,56,56,3952
1.304047,1.187749,1.691709,1.526343,1.251807,63,63,3953
1.08728,0.991421,1.406813,0.715125,0.939149,87,87,3954
1.216301,0.956787,2.08135,1.827046,1.121431,67,67,3955
