chi,chi_nircam,chi_miri,chi_reduced,chi_reduced_full,offset,offset_reduced_full,run
1.228239,1.100864,1.652825,0.970593,1.076218,90,90,446
1.293943,1.100874,1.937508,1.191554,1.11803,93,93,447
1.223426,1.099514,1.636464,0.969721,1.074959,90,90,448
1.342512,1.099844,2.151405,1.327297,1.142875,95,95,449
1.243983,1.104577,1.70867,0.964407,1.078059,91,91,450
1.344828,1.10088,2.15799,1.336769,1.145507,95,95,451
1.249224,1.105663,1.727761,0.984138,1.082672,92,92,452
1.345314,1.102005,2.156341,1.341971,1.147404,95,95,453
1.252897,1.106779,1.739959,1.001507,1.086862,92,92,454
1.344676,1.102724,2.151184,1.343385,1.148254,95,95,455
1.254832,1.107572,1.745697,1.012638,1.089612,92,92,456
1.343705,1.103264,2.145175,1.343436,1.148702,95,95,457
1.256193,1.108186,1.749548,1.021454,1.091777,92,92,458
1.341751,1.103669,2.135358,1.341954,1.14875,95,95,459
1.257544,1.108782,1.753421,1.0321,1.094274,91,91,460
1.318215,1.10214,2.038465,1.304252,1.140377,93,93,461
1.260951,1.108526,1.769034,1.093915,1.105762,91,91,462
1.306739,1.102166,1.988649,1.280946,1.135989,92,92,463
1.264794,1.108961,1.784236,1.127261,1.112423,90,90,464
1.507976,1.49573,1.548797,0.77983,1.360289,87,87,465
1.397184,1.242164,1.913917,1.067391,1.209099,92,92,466
1.50594,1.492835,1.549623,0.778858,1.357758,87,87,467
1.393701,1.237705,1.913686,1.067099,1.205428,92,92,468
1.502033,1.487318,1.551082,0.777357,1.353001,87,87,469
1.387468,1.229812,1.912988,1.066551,1.198925,92,92,470
1.498563,1.482419,1.552377,0.776342,1.348837,87,87,471
1.382146,1.223117,1.912242,1.066177,1.193425,92,92,472
1.495448,1.478029,1.553513,0.775613,1.345139,87,87,473
1.377639,1.217366,1.911882,1.066195,1.188766,92,92,474
1.491101,1.472011,1.554735,0.774677,1.340083,87,87,475
1.371944,1.210108,1.911399,1.06636,1.182912,92,92,476
1.463229,1.433603,1.561983,0.773604,1.308738,88,88,477
1.339614,1.169153,1.90782,1.069637,1.150325,92,92,478
1.450592,1.416552,1.564061,0.774284,1.295041,88,88,479
1.326941,1.153459,1.905211,1.071141,1.137886,92,92,480
1.287491,1.149883,1.746185,0.939392,1.11006,91,91,481
1.325451,0.920693,2.674642,1.821005,1.091022,98,98,482
1.285654,1.145242,1.753691,0.945686,1.107488,91,91,483
1.325665,0.917903,2.684871,1.832559,1.090946,98,98,484
1.28249,1.137276,1.76654,0.956685,1.10311,91,91,485
1.326207,0.913375,2.702313,1.852378,1.091024,98,98,486
1.279938,1.130597,1.777743,0.966453,1.099543,91,91,487
1.326751,0.909793,2.716611,1.868717,1.091211,98,98,488
1.277722,1.124867,1.787237,0.974912,1.096497,91,91,489
1.327234,0.906943,2.728206,1.882079,1.091428,98,98,490
1.275006,1.117694,1.79938,0.985902,1.092761,91,91,491
1.327812,0.903472,2.742278,1.898457,1.091713,98,98,492
1.258791,1.075023,1.871351,1.055329,1.071297,92,92,493
1.330641,0.887412,2.808071,1.977227,1.093593,99,99,494
1.252319,1.05764,1.901248,1.086191,1.063041,92,92,495
1.330702,0.882023,2.8263,2.000133,1.093557,99,99,496
1.35671,1.004656,2.530224,1.678489,1.132138,97,97,497
1.384673,0.93531,2.882549,2.052391,1.14665,98,98,498
1.357395,1.002248,2.541221,1.690451,1.132448,97,97,499
1.383884,0.934371,2.88226,2.053846,1.146163,98,98,500
1.358573,0.998265,2.559598,1.710634,1.133038,97,97,501
1.382587,0.932841,2.881741,2.056396,1.145405,98,98,502
1.359571,0.995137,2.574352,1.726998,1.133597,97,97,503
1.381655,0.931681,2.881568,2.058725,1.144906,98,98,504
1.360265,0.992543,2.586003,1.740116,1.133976,97,97,505
1.380781,0.930742,2.88091,2.060189,1.144421,98,98,506
1.361111,0.98944,2.600013,1.756062,1.134476,97,97,507
1.379841,0.929693,2.880337,2.062236,1.143958,98,98,508
1.363928,0.974365,2.66247,1.831541,1.136534,97,97,509
1.375685,0.924848,2.878477,2.074656,1.142379,97,97,510
1.363679,0.969409,2.677913,1.852585,1.136496,97,97,511
1.37438,0.923329,2.877883,2.078831,1.141938,97,97,512
1.42509,1.062873,2.63248,1.795872,1.201548,97,97,513
1.430806,1.046238,2.712697,1.922906,1.212094,97,97,514
1.42629,1.062504,2.638912,1.803936,1.202775,97,97,515
1.429596,1.045904,2.708573,1.920588,1.211384,97,97,516
1.428297,1.061917,2.649564,1.817377,1.204842,97,97,517
1.42752,1.045376,2.701333,1.916287,1.210143,97,97,518
1.429687,1.061452,2.657135,1.827279,1.206338,97,97,519
1.425707,1.044977,2.694808,1.912093,1.209026,97,97,520
1.430606,1.06102,2.662561,1.834683,1.207388,98,98,521
1.424214,1.044675,2.689344,1.908505,1.208102,97,97,522
1.431566,1.060449,2.668625,1.843202,1.208537,98,98,523
1.422293,1.044328,2.682178,1.903567,1.206887,97,97,524
1.432279,1.057899,2.68021,1.868132,1.211187,97,97,525
1.411448,1.043053,2.639433,1.870806,1.199655,97,97,526
1.430123,1.05689,2.674232,1.867168,1.210186,97,97,527
1.407601,1.042831,2.623503,1.857718,1.196998,97,97,528
1.41029,1.057599,2.585926,1.756544,1.189832,97,97,529
1.40525,1.044875,2.6065,1.829594,1.193335,97,97,530
1.410621,1.057154,2.588842,1.76132,1.190375,97,97,531
1.403903,1.044738,2.601118,1.826335,1.192608,97,97,532
1.410996,1.056426,2.592894,1.768576,1.191157,97,97,533
1.401493,1.04455,2.591302,1.819986,1.191254,97,97,534
1.411071,1.055851,2.595141,1.77349,1.19162,97,97,535
1.399489,1.04446,2.582921,1.814385,1.190121,97,97,536
1.411,1.055383,2.59639,1.776997,1.191904,97,97,537
1.397537,1.044134,2.575546,1.809271,1.18889,96,96,538
1.410707,1.054818,2.597003,1.780438,1.192098,97,97,539
1.395026,1.043661,2.566243,1.802655,1.187254,96,96,540
1.404765,1.052237,2.579857,1.778645,1.189666,97,97,541
1.38144,1.042021,2.512835,1.761618,1.178161,96,96,542
1.400474,1.051591,2.563417,1.767936,1.187116,97,97,543
1.376729,1.04178,2.493224,1.745544,1.174925,96,96,544
2.38725,0.733115,7.901034,9.867259,2.461196,23,23,545
2.075524,0.746459,6.505739,8.1006,2.137783,29,29,546
1.761347,0.778957,5.03598,6.239584,1.812049,40,40,547
1.615092,0.826696,4.243079,5.232418,1.660211,52,52,548
2.439649,0.73022,8.137749,10.16431,2.515047,23,23,549
2.121295,0.742396,6.717628,8.369882,2.185434,28,28,550
1.783401,0.763723,5.182326,6.428325,1.835404,38,38,551
1.597447,0.772794,4.346287,5.36722,1.64201,51,51,552
2.531889,0.726404,8.550173,10.68042,2.609595,21,21,553
2.206982,0.737517,7.105197,8.86106,2.274404,26,26,554
1.842354,0.754771,5.467631,6.794938,1.897506,36,36,555
1.621471,0.743747,4.547217,5.628402,1.667871,49,49,556
2.617781,0.723672,8.931478,11.15664,2.697477,20,20,557
2.291574,0.736011,7.476784,9.330338,2.361964,25,25,558
1.909193,0.748876,5.776916,7.19002,1.967471,35,35,559
1.664761,0.727781,4.788027,5.938298,1.713555,47,47,560
2.701855,0.721916,9.30165,11.61974,2.783667,19,19,561
2.381743,0.736278,7.866629,9.822648,2.455321,24,24,562
1.993003,0.748404,6.141667,7.654749,2.05501,34,34,563
1.729971,0.717764,5.103994,6.342652,1.781932,46,46,564
2.811887,0.720499,9.78318,12.22702,2.897408,19,19,565
2.527261,0.756637,8.429341,10.53726,2.607025,24,24,566
2.156535,0.784691,6.729349,8.404604,2.226296,34,34,567
1.881187,0.743453,5.673633,7.070426,1.940447,46,46,568
2.816466,0.729018,9.774623,12.24716,2.908125,21,21,569
2.528423,0.742652,8.480994,10.60917,2.609291,26,26,570
2.225602,0.758604,7.115598,8.865019,2.29225,36,36,571
2.059748,0.77556,6.340376,7.874458,2.118594,49,49,572
2.785245,0.729942,9.636258,12.07581,2.876458,22,22,573
2.506733,0.741567,8.390621,10.49285,2.586405,27,27,574
2.220244,0.765089,7.07076,8.799038,2.285025,37,37,575
2.090885,0.812018,6.353774,7.879511,2.149111,51,51,576
2.381707,0.733145,7.876913,9.836946,2.455486,24,24,577
2.082204,0.746589,6.534254,8.143518,2.146008,29,29,578
1.784797,0.77968,5.135186,6.380968,1.839383,40,40,579
1.661545,0.832467,4.425138,5.480983,1.711916,54,54,580
2.429938,0.730387,8.095107,10.11022,2.50495,23,23,581
2.124351,0.742558,6.730329,8.391907,2.189732,28,28,582
1.80535,0.763746,5.277361,6.563443,1.860986,39,39,583
1.642969,0.774465,4.537983,5.627251,1.69256,52,52,584
2.513312,0.727121,8.467282,10.57495,2.590224,22,22,585
2.202077,0.738978,7.079075,8.832266,2.270141,27,27,586
1.861305,0.754593,5.550344,6.912268,1.919558,38,38,587
1.66783,0.743959,4.747399,5.897147,1.718886,50,50,588
2.588633,0.72459,8.802109,10.99198,2.66707,21,21,589
2.274908,0.737309,7.40024,9.235975,2.345164,25,25,590
1.920145,0.749443,5.822488,7.257349,1.980668,36,36,591
1.706817,0.727192,4.972235,6.183985,1.759558,49,49,592
2.659082,0.722589,9.114058,11.38115,2.739074,20,20,593
2.348846,0.738407,7.716975,9.63396,2.42135,25,25,594
1.988656,0.748383,6.122903,7.637553,2.051739,35,35,595
1.760738,0.717464,5.238317,6.521848,1.815591,48,48,596
2.75262,0.721602,9.522682,11.89587,2.835651,19,19,597
2.469094,0.759544,8.167592,10.20496,2.546516,25,25,598
2.125138,0.783168,6.59837,8.242181,2.194332,35,35,599
1.888518,0.741745,5.711095,7.123052,1.949019,49,49,600
2.764233,0.729283,9.547401,11.96465,2.854893,22,22,601
2.490542,0.740641,8.323545,10.43019,2.5738,27,27,602
2.199671,0.758058,7.005046,8.774797,2.274738,37,37,603
2.063611,0.785847,6.322827,7.914017,2.134419,51,51,604
2.737472,0.730951,9.425878,11.81735,2.828378,23,23,605
2.469068,0.742107,8.225607,10.31009,2.552266,27,27,606
2.192607,0.766616,6.945911,8.701182,2.26775,39,39,607
2.092704,0.827896,6.30873,7.897055,2.165305,52,52,608
2.230969,0.739562,7.202326,8.985098,2.299528,27,27,609
2.002745,0.755823,6.159153,7.672278,2.064341,33,33,610
1.759752,0.804573,4.943683,6.139781,1.813937,47,47,611
1.719428,0.892196,4.476867,5.547856,1.772996,62,62,612
2.256826,0.737481,7.321311,9.132579,2.325742,27,27,613
2.022096,0.749592,6.263777,7.802707,2.083965,32,32,614
1.752748,0.769999,5.028577,6.246671,1.806126,46,46,615
1.64933,0.776418,4.559037,5.652397,1.698901,60,60,616
2.2989,0.733995,7.515251,9.372418,2.368292,26,26,617
2.058662,0.744717,6.438478,8.019833,2.121091,31,31,618
1.770817,0.751249,5.169379,6.423402,1.824359,45,45,619
1.637704,0.724095,4.683068,5.809523,1.686203,58,58,620
2.335445,0.731331,7.68249,9.57891,2.405198,25,25,621
2.093109,0.743635,6.591359,8.209223,2.156043,30,30,622
1.794737,0.742473,5.302284,6.589516,1.84867,44,44,623
1.647283,0.700366,4.803674,5.961654,1.695745,57,57,624
2.369874,0.730085,7.835837,9.768554,2.440065,24,24,625
2.128093,0.745023,6.738329,8.391304,2.191617,30,30,626
1.824787,0.740426,5.439321,6.760135,1.87929,43,43,627
1.668477,0.688659,4.934536,6.125709,1.71729,57,57,628
2.415979,0.728549,8.040748,10.02533,2.487399,24,24,629
2.191952,0.76794,6.938659,8.642773,2.257773,30,30,630
1.898273,0.767167,5.668626,7.047952,1.955424,43,43,631
1.736159,0.70423,5.175924,6.429094,1.787312,57,57,632
2.501387,0.735469,8.387781,10.49436,2.581745,26,26,633
2.285433,0.745659,7.418011,9.278579,2.359995,31,31,634
2.02841,0.757215,6.265727,7.827978,2.094927,44,44,635
1.944844,0.77888,5.83139,7.279602,2.008746,56,56,636
2.503441,0.736424,8.393498,10.50764,2.585033,26,26,637
2.293232,0.747591,7.445367,9.318926,2.369195,31,31,638
2.051075,0.77237,6.313424,7.893423,2.119596,44,44,639
2.004072,0.838473,5.889404,7.357787,2.071857,57,57,640
1.510476,0.911737,3.506272,4.200917,1.534015,56,56,641
1.131189,1.02131,1.497451,1.385516,1.090214,75,75,642
1.214721,1.033545,1.818642,1.867733,1.191364,74,74,643
1.395856,1.039535,2.583591,2.955797,1.402071,70,70,644
1.433435,0.803027,3.534794,4.230933,1.45155,51,51,645
1.009577,0.875018,1.458106,1.321517,0.959491,72,72,646
1.067926,0.855867,1.774788,1.799964,1.03448,71,71,647
1.225933,0.829605,2.547026,2.900653,1.221425,66,66,648
1.405488,0.764726,3.541362,4.222563,1.418912,46,46,649
0.956736,0.839107,1.348832,1.141375,0.896293,71,71,650
0.998635,0.805858,1.641222,1.594194,0.955003,69,69,651
1.146024,0.768444,2.404626,2.692866,1.132524,63,63,652
1.392491,0.750264,3.53325,4.191281,1.401267,42,42,653
0.943387,0.853877,1.241753,0.953811,0.872783,70,70,654
0.962839,0.802248,1.498145,1.367776,0.90924,68,68,655
1.089934,0.749076,2.226125,2.432,1.067467,61,61,656
1.395822,0.743465,3.570345,4.214733,1.400192,37,37,657
0.971703,0.920477,1.142455,0.761162,0.890336,71,71,658
0.950917,0.832247,1.346484,1.117654,0.886243,67,67,659
1.030788,0.744931,1.983648,2.075363,0.996634,60,60,660
1.550774,0.729127,4.289595,5.130907,1.561896,26,26,661
1.49869,1.639035,1.030873,0.535118,1.430186,82,82,662
1.206344,1.229642,1.128685,0.742312,1.137445,73,73,663
0.976494,0.841293,1.427165,1.277576,0.923833,59,59,664
1.999884,0.727336,6.241712,7.85915,2.076598,28,28,665
1.037701,0.879807,1.564015,1.60084,1.016219,64,64,666
1.178505,0.840093,2.306548,2.677397,1.187691,60,60,667
1.417391,0.786335,3.52091,4.361797,1.462774,53,53,668
1.955952,0.733093,6.032149,7.604184,2.033029,29,29,669
1.102637,0.924824,1.695347,1.79926,1.090258,64,64,670
1.275546,0.903994,2.514052,2.969686,1.2948,60,60,671
1.519704,0.862628,3.709954,4.620869,1.573647,54,54,672
1.790752,1.483905,2.813576,2.453253,1.667295,62,62,673
1.261233,1.126143,1.711534,0.993514,1.101051,87,87,674
2.861223,1.707454,6.707121,7.494863,2.802369,61,61,675
3.41344,1.897472,8.466665,9.796319,3.391848,52,52,676
1.704753,1.206718,3.364867,3.137469,1.571996,44,44,677
1.151941,1.043409,1.513714,0.718957,0.982027,85,85,678
2.554665,1.462619,6.194817,6.828194,2.477728,45,45,679
2.893694,1.354652,8.023834,9.250124,2.84839,37,37,680
1.663711,1.19959,3.210779,2.945549,1.529907,41,41,681
1.327596,1.094449,2.104752,1.473647,1.166189,98,98,682
2.059701,1.427841,4.165901,4.20143,1.952574,48,48,683
2.409673,1.209323,6.41084,7.217248,2.345957,36,36,684
1.612458,1.190772,3.018077,2.693232,1.475021,40,40,685
1.766917,1.296945,3.333491,3.066677,1.631759,110,110,686
1.583581,1.324604,2.446838,1.946583,1.442276,58,58,687
2.061816,1.233191,4.823901,5.16537,1.977117,38,38,688
1.521262,1.158453,2.730626,2.311401,1.376579,40,40,689
2.086142,1.451102,4.202943,4.208296,1.972733,117,117,690
1.06043,0.950946,1.425377,0.611283,0.886686,78,78,691
1.683813,1.248502,3.134848,2.928006,1.566246,42,42,692
0.94366,0.737131,1.632092,0.898577,0.767675,44,44,693
1.95214,1.624605,3.043926,2.791208,1.845313,124,124,694
1.515786,1.420531,1.833302,1.204315,1.379625,117,117,695
1.077134,0.945056,1.517392,0.769026,0.911753,85,85,696
1.267515,1.329961,1.059362,0.647408,1.200829,90,90,697
1.417545,1.26092,1.939629,1.720814,1.347927,96,96,698
1.52511,1.245593,2.456834,2.252164,1.436026,102,102,699
1.417629,1.200404,2.141714,1.778641,1.3098,99,99,700
1.207845,1.256358,1.046135,0.649224,1.141495,89,89,701
1.339779,1.187477,1.847451,1.632041,1.271584,94,94,702
1.438185,1.169665,2.333253,2.151345,1.355388,100,100,703
1.392232,1.151393,2.19503,1.911632,1.295222,98,98,704
1.236789,1.087032,1.735977,1.031412,1.076509,90,90,705
0.980336,0.89592,1.261721,0.678845,0.854852,83,83,706
1.239987,1.088101,1.746273,1.04069,1.079131,90,90,707
0.97951,0.889978,1.277951,0.689704,0.852088,84,84,708
1.246775,1.091137,1.765565,1.056737,1.084629,90,90,709
0.978685,0.879306,1.309947,0.713871,0.848008,85,85,710
1.250821,1.093533,1.775112,1.064285,1.088,90,90,711
0.978211,0.874141,1.325111,0.72518,0.845959,86,86,712
1.273212,1.13173,1.744819,1.029422,1.112374,91,91,713
0.991658,0.919859,1.230988,0.650762,0.868949,83,83,714
1.277225,1.133349,1.756808,1.039985,1.115686,91,91,715
0.990401,0.913465,1.246851,0.661095,0.86572,84,84,716
1.284181,1.136005,1.778099,1.057482,1.12115,90,90,717
0.988519,0.901718,1.277854,0.683896,0.860509,85,85,718
1.287479,1.137336,1.787954,1.065268,1.123702,90,90,719
0.98694,0.895319,1.292343,0.694459,0.857318,86,86,720
1.291851,1.152432,1.756581,1.022842,1.127915,91,91,721
0.991338,0.934471,1.180897,0.606356,0.872395,83,83,722
1.296145,1.153338,1.772166,1.035951,1.13113,91,91,723
0.989638,0.927576,1.196509,0.616192,0.868666,84,84,724
1.302777,1.154152,1.798191,1.0569,1.135753,91,91,725
0.985994,0.914004,1.225963,0.636778,0.861556,85,85,726
1.3058,1.154685,1.809513,1.065772,1.137864,91,91,727
0.983732,0.907006,1.239484,0.646212,0.857667,86,86,728
1.297329,1.157809,1.762393,1.01364,1.130534,92,92,729
0.98668,0.939894,1.142633,0.572923,0.870467,83,83,730
1.302145,1.158354,1.781447,1.029021,1.133886,92,92,731
0.984802,0.932917,1.157751,0.58204,0.866535,84,84,732
1.309109,1.158063,1.812597,1.0535,1.138281,92,92,733
0.979864,0.917922,1.186338,0.601045,0.857972,85,85,734
1.311614,1.157757,1.824473,1.062701,1.139773,92,92,735
0.977299,0.910771,1.199058,0.609531,0.85378,86,86,736
1.29636,1.156675,1.761977,1.001258,1.127272,92,92,737
0.981703,0.942518,1.112322,0.54669,0.867631,83,83,738
1.301409,1.156729,1.783676,1.018158,1.130513,92,92,739
0.979449,0.935033,1.127501,0.555389,0.863209,83,83,740
1.30806,1.155234,1.81748,1.044239,1.134235,92,92,741
0.973715,0.919298,1.155104,0.572837,0.853752,85,85,742
1.310092,1.154225,1.82965,1.053591,1.135186,92,92,743
0.971006,0.91214,1.167227,0.580585,0.849414,86,86,744
1.286076,1.145329,1.755234,0.981988,1.114426,92,92,745
0.970385,0.937666,1.079449,0.518694,0.858401,82,82,746
1.291056,1.144467,1.779687,1.000324,1.117196,92,92,747
0.967702,0.929552,1.09487,0.526958,0.853385,83,83,748
1.296997,1.141198,1.816327,1.028053,1.119792,92,92,749
0.962285,0.914332,1.122128,0.543037,0.844087,84,84,750
1.298515,1.139424,1.828817,1.037528,1.120146,92,92,751
0.959177,0.906754,1.13392,0.550136,0.839286,85,85,752
1.17183,1.031856,1.638411,0.88347,1.003783,89,89,753
0.917593,0.89268,1.000633,0.472836,0.81325,80,80,754
1.174626,1.025388,1.672085,0.908202,1.003218,90,90,755
0.91653,0.884966,1.021742,0.484065,0.80912,81,81,756
1.176142,1.014164,1.716067,0.941976,1.000507,90,90,757
0.912942,0.871013,1.052705,0.500499,0.800916,82,82,758
1.174475,1.008326,1.728307,0.951348,0.997546,91,91,759
0.912332,0.866677,1.064516,0.506928,0.798617,83,83,760
1.130965,1.004089,1.553883,0.819851,0.969233,88,88,761
0.907448,0.886394,0.977628,0.463681,0.806421,79,79,762
1.133166,0.996559,1.588523,0.844659,0.967821,89,89,763
0.90672,0.878833,0.999674,0.475241,0.802478,80,80,764
1.132661,0.982614,1.632816,0.878194,0.962859,89,89,765
0.904174,0.866281,1.030485,0.490751,0.795235,82,82,766
1.130095,0.975531,1.645307,0.887628,0.958901,90,90,767
0.904315,0.86296,1.042166,0.496781,0.793683,83,83,768
1.167393,0.980161,1.7915,1.050972,0.993558,90,90,769
0.954612,0.850901,1.300313,0.684044,0.819334,84,84,770
1.164656,0.975872,1.793936,1.052499,0.990369,91,91,771
0.949603,0.842835,1.305495,0.68597,0.813158,85,85,772
1.1601,0.967187,1.803143,1.061219,0.984977,91,91,773
0.943995,0.830775,1.321396,0.699431,0.805926,86,86,774
1.157838,0.96308,1.807032,1.064804,0.982325,91,91,775
0.941473,0.825419,1.328322,0.705479,0.802727,87,87,776
1.170428,0.986826,1.782433,1.036729,0.996267,91,91,777
0.949306,0.85394,1.267194,0.655072,0.816316,84,84,778
1.167139,0.981409,1.786237,1.039309,0.992363,91,91,779
0.944361,0.845656,1.273376,0.658611,0.810269,85,85,780
1.162699,0.972808,1.795668,1.047817,0.986999,91,91,781
0.938125,0.833178,1.28795,0.670771,0.802452,86,86,782
1.160528,0.968822,1.79955,1.051282,0.984422,91,91,783
0.93548,0.827948,1.29392,0.675914,0.799185,87,87,784
1.1666,0.987472,1.763694,1.011607,0.992038,91,91,785
0.941848,0.857075,1.224425,0.619401,0.81211,84,84,786
1.163359,0.98194,1.768091,1.014579,0.988115,91,91,787
0.937135,0.848785,1.231636,0.624479,0.806349,85,85,788
1.159042,0.973518,1.777457,1.0227,0.982823,91,91,789
0.930089,0.835506,1.245368,0.635872,0.797737,86,86,790
1.156591,0.969292,1.780922,1.025666,0.979957,92,92,791
0.926951,0.829821,1.250718,0.640346,0.793974,86,86,792
1.159506,0.984408,1.743166,0.988264,0.985138,91,91,793
0.936332,0.858645,1.195289,0.596413,0.809034,84,84,794
1.156123,0.978562,1.747991,0.991528,0.981015,91,91,795
0.931132,0.849447,1.203416,0.602636,0.802753,84,84,796
1.151854,0.970275,1.757116,0.999232,0.975754,91,91,797
0.924285,0.836609,1.216536,0.613494,0.794398,86,86,798
1.149229,0.965956,1.760138,1.00176,0.97273,92,92,799
0.920502,0.830203,1.221497,0.617564,0.789974,86,86,800
1.151732,0.98024,1.723373,0.967428,0.977816,91,91,801
0.931555,0.85887,1.173838,0.580201,0.806149,83,83,802
1.148123,0.974096,1.72821,0.970694,0.973453,91,91,803
0.926117,0.849247,1.182351,0.587019,0.799636,84,84,804
1.143687,0.96574,1.736845,0.977876,0.968036,91,91,805
0.918968,0.836137,1.195069,0.597494,0.790989,85,85,806
1.141106,0.961535,1.739675,0.98021,0.965068,92,92,807
0.915367,0.830043,1.199779,0.601329,0.786773,86,86,808
1.138631,0.97055,1.6989,0.943251,0.965386,90,90,809
0.923557,0.855269,1.151184,0.563945,0.800153,83,83,810
1.135095,0.964422,1.704004,0.94677,0.961083,91,91,811
0.918428,0.845919,1.160124,0.57137,0.793978,84,84,812
