H,N,C,O,P,S,Si,Ti,H+N,C+O,S+P,Si+Ti,H/N,C/O,S/P,Si/Ti,comp_number
0.00099,0.099,0.138462,0.461538,9.99E-06,9.99E-09,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,100,0.3,0.001,100,6114
0.00099,0.099,0.138462,0.461538,5.00E-06,5.00E-06,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,100,0.3,1,10,6115
0.00099,0.099,0.138462,0.461538,5.00E-06,5.00E-06,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,100,0.3,1,100,6116
0.00099,0.099,0.138462,0.461538,9.09E-07,9.09E-06,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,100,0.3,10,10,6117
0.00099,0.099,0.138462,0.461538,9.09E-07,9.09E-06,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,100,0.3,10,100,6118
0.00099,0.099,0.138462,0.461538,9.90E-08,9.90E-06,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,100,0.3,100,10,6119
0.00099,0.099,0.138462,0.461538,9.90E-08,9.90E-06,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,100,0.3,100,100,6120
0.00099,0.099,0.2,0.4,9.99E-06,9.99E-09,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,100,0.5,0.001,10,6121
0.00099,0.099,0.2,0.4,9.99E-06,9.99E-09,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,100,0.5,0.001,100,6122
0.00099,0.099,0.2,0.4,5.00E-06,5.00E-06,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,100,0.5,1,10,6123
0.00099,0.099,0.2,0.4,5.00E-06,5.00E-06,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,100,0.5,1,100,6124
0.00099,0.099,0.2,0.4,9.09E-07,9.09E-06,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,100,0.5,10,10,6125
0.00099,0.099,0.2,0.4,9.09E-07,9.09E-06,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,100,0.5,10,100,6126
0.00099,0.099,0.2,0.4,9.90E-08,9.90E-06,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,100,0.5,100,10,6127
0.00099,0.099,0.2,0.4,9.90E-08,9.90E-06,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,100,0.5,100,100,6128
0.00099,0.099,0.247059,0.352941,9.99E-06,9.99E-09,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,100,0.7,0.001,10,6129
0.00099,0.099,0.247059,0.352941,9.99E-06,9.99E-09,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,100,0.7,0.001,100,6130
0.00099,0.099,0.247059,0.352941,5.00E-06,5.00E-06,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,100,0.7,1,10,6131
0.00099,0.099,0.247059,0.352941,5.00E-06,5.00E-06,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,100,0.7,1,100,6132
0.00099,0.099,0.247059,0.352941,9.09E-07,9.09E-06,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,100,0.7,10,10,6133
0.00099,0.099,0.247059,0.352941,9.09E-07,9.09E-06,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,100,0.7,10,100,6134
0.00099,0.099,0.247059,0.352941,9.90E-08,9.90E-06,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,100,0.7,100,10,6135
0.00099,0.099,0.247059,0.352941,9.90E-08,9.90E-06,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,100,0.7,100,100,6136
0.00099,0.099,0.3,0.3,9.99E-06,9.99E-09,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,100,1,0.001,10,6137
0.00099,0.099,0.3,0.3,9.99E-06,9.99E-09,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,100,1,0.001,100,6138
0.00099,0.099,0.3,0.3,5.00E-06,5.00E-06,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,100,1,1,10,6139
0.00099,0.099,0.3,0.3,5.00E-06,5.00E-06,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,100,1,1,100,6140
0.00099,0.099,0.3,0.3,9.09E-07,9.09E-06,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,100,1,10,10,6141
0.00099,0.099,0.3,0.3,9.09E-07,9.09E-06,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,100,1,10,100,6142
0.00099,0.099,0.3,0.3,9.90E-08,9.90E-06,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,100,1,100,10,6143
0.00099,0.099,0.3,0.3,9.90E-08,9.90E-06,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,100,1,100,100,6144
0.00099,0.099,0.5,0.1,9.99E-06,9.99E-09,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,100,5,0.001,10,6145
0.00099,0.099,0.5,0.1,9.99E-06,9.99E-09,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,100,5,0.001,100,6146
0.00099,0.099,0.5,0.1,5.00E-06,5.00E-06,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,100,5,1,10,6147
0.00099,0.099,0.5,0.1,5.00E-06,5.00E-06,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,100,5,1,100,6148
0.00099,0.099,0.5,0.1,9.09E-07,9.09E-06,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,100,5,10,10,6149
0.00099,0.099,0.5,0.1,9.09E-07,9.09E-06,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,100,5,10,100,6150
0.00099,0.099,0.5,0.1,9.90E-08,9.90E-06,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,100,5,100,10,6151
0.00099,0.099,0.5,0.1,9.90E-08,9.90E-06,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,100,5,100,100,6152
0.00099,0.099,0.545455,0.054545,9.99E-06,9.99E-09,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,100,10,0.001,10,6153
0.00099,0.099,0.545455,0.054545,9.99E-06,9.99E-09,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,100,10,0.001,100,6154
0.00099,0.099,0.545455,0.054545,5.00E-06,5.00E-06,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,100,10,1,10,6155
0.00099,0.099,0.545455,0.054545,5.00E-06,5.00E-06,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,100,10,1,100,6156
0.00099,0.099,0.545455,0.054545,9.09E-07,9.09E-06,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,100,10,10,10,6157
0.00099,0.099,0.545455,0.054545,9.09E-07,9.09E-06,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,100,10,10,100,6158
0.00099,0.099,0.545455,0.054545,9.90E-08,9.90E-06,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,100,10,100,10,6159
0.00099,0.099,0.545455,0.054545,9.90E-08,9.90E-06,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,100,10,100,100,6160
1.00E-09,0.09999,0.000599,0.599401,9.99E-06,9.99E-09,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,1.00E+08,0.001,0.001,10,6161
1.00E-09,0.09999,0.000599,0.599401,9.99E-06,9.99E-09,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,1.00E+08,0.001,0.001,100,6162
1.00E-09,0.09999,0.000599,0.599401,5.00E-06,5.00E-06,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,1.00E+08,0.001,1,10,6163
1.00E-09,0.09999,0.000599,0.599401,5.00E-06,5.00E-06,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,1.00E+08,0.001,1,100,6164
1.00E-09,0.09999,0.000599,0.599401,9.09E-07,9.09E-06,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,1.00E+08,0.001,10,10,6165
1.00E-09,0.09999,0.000599,0.599401,9.09E-07,9.09E-06,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,1.00E+08,0.001,10,100,6166
1.00E-09,0.09999,0.000599,0.599401,9.90E-08,9.90E-06,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,1.00E+08,0.001,100,10,6167
1.00E-09,0.09999,0.000599,0.599401,9.90E-08,9.90E-06,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,1.00E+08,0.001,100,100,6168
1.00E-09,0.09999,0.054545,0.545455,9.99E-06,9.99E-09,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,1.00E+08,0.1,0.001,10,6169
1.00E-09,0.09999,0.054545,0.545455,9.99E-06,9.99E-09,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,1.00E+08,0.1,0.001,100,6170
1.00E-09,0.09999,0.054545,0.545455,5.00E-06,5.00E-06,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,1.00E+08,0.1,1,10,6171
1.00E-09,0.09999,0.054545,0.545455,5.00E-06,5.00E-06,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,1.00E+08,0.1,1,100,6172
1.00E-09,0.09999,0.054545,0.545455,9.09E-07,9.09E-06,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,1.00E+08,0.1,10,10,6173
1.00E-09,0.09999,0.054545,0.545455,9.09E-07,9.09E-06,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,1.00E+08,0.1,10,100,6174
1.00E-09,0.09999,0.054545,0.545455,9.90E-08,9.90E-06,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,1.00E+08,0.1,100,10,6175
1.00E-09,0.09999,0.054545,0.545455,9.90E-08,9.90E-06,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,1.00E+08,0.1,100,100,6176
1.00E-09,0.09999,0.138462,0.461538,9.99E-06,9.99E-09,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,1.00E+08,0.3,0.001,10,6177
1.00E-09,0.09999,0.138462,0.461538,9.99E-06,9.99E-09,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,1.00E+08,0.3,0.001,100,6178
1.00E-09,0.09999,0.138462,0.461538,5.00E-06,5.00E-06,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,1.00E+08,0.3,1,10,6179
1.00E-09,0.09999,0.138462,0.461538,5.00E-06,5.00E-06,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,1.00E+08,0.3,1,100,6180
1.00E-09,0.09999,0.138462,0.461538,9.09E-07,9.09E-06,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,1.00E+08,0.3,10,10,6181
1.00E-09,0.09999,0.138462,0.461538,9.09E-07,9.09E-06,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,1.00E+08,0.3,10,100,6182
1.00E-09,0.09999,0.138462,0.461538,9.90E-08,9.90E-06,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,1.00E+08,0.3,100,10,6183
1.00E-09,0.09999,0.138462,0.461538,9.90E-08,9.90E-06,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,1.00E+08,0.3,100,100,6184
1.00E-09,0.09999,0.2,0.4,9.99E-06,9.99E-09,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,1.00E+08,0.5,0.001,10,6185
1.00E-09,0.09999,0.2,0.4,9.99E-06,9.99E-09,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,1.00E+08,0.5,0.001,100,6186
1.00E-09,0.09999,0.2,0.4,5.00E-06,5.00E-06,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,1.00E+08,0.5,1,10,6187
1.00E-09,0.09999,0.2,0.4,5.00E-06,5.00E-06,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,1.00E+08,0.5,1,100,6188
1.00E-09,0.09999,0.2,0.4,9.09E-07,9.09E-06,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,1.00E+08,0.5,10,10,6189
1.00E-09,0.09999,0.2,0.4,9.09E-07,9.09E-06,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,1.00E+08,0.5,10,100,6190
1.00E-09,0.09999,0.2,0.4,9.90E-08,9.90E-06,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,1.00E+08,0.5,100,10,6191
1.00E-09,0.09999,0.2,0.4,9.90E-08,9.90E-06,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,1.00E+08,0.5,100,100,6192
1.00E-09,0.09999,0.247059,0.352941,9.99E-06,9.99E-09,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,1.00E+08,0.7,0.001,10,6193
1.00E-09,0.09999,0.247059,0.352941,9.99E-06,9.99E-09,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,1.00E+08,0.7,0.001,100,6194
1.00E-09,0.09999,0.247059,0.352941,5.00E-06,5.00E-06,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,1.00E+08,0.7,1,10,6195
1.00E-09,0.09999,0.247059,0.352941,5.00E-06,5.00E-06,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,1.00E+08,0.7,1,100,6196
1.00E-09,0.09999,0.247059,0.352941,9.09E-07,9.09E-06,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,1.00E+08,0.7,10,10,6197
1.00E-09,0.09999,0.247059,0.352941,9.09E-07,9.09E-06,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,1.00E+08,0.7,10,100,6198
1.00E-09,0.09999,0.247059,0.352941,9.90E-08,9.90E-06,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,1.00E+08,0.7,100,10,6199
1.00E-09,0.09999,0.247059,0.352941,9.90E-08,9.90E-06,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,1.00E+08,0.7,100,100,6200
1.00E-09,0.09999,0.3,0.3,9.99E-06,9.99E-09,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,1.00E+08,1,0.001,10,6201
1.00E-09,0.09999,0.3,0.3,9.99E-06,9.99E-09,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,1.00E+08,1,0.001,100,6202
1.00E-09,0.09999,0.3,0.3,5.00E-06,5.00E-06,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,1.00E+08,1,1,10,6203
1.00E-09,0.09999,0.3,0.3,5.00E-06,5.00E-06,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,1.00E+08,1,1,100,6204
1.00E-09,0.09999,0.3,0.3,9.09E-07,9.09E-06,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,1.00E+08,1,10,10,6205
1.00E-09,0.09999,0.3,0.3,9.09E-07,9.09E-06,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,1.00E+08,1,10,100,6206
1.00E-09,0.09999,0.3,0.3,9.90E-08,9.90E-06,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,1.00E+08,1,100,10,6207
1.00E-09,0.09999,0.3,0.3,9.90E-08,9.90E-06,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,1.00E+08,1,100,100,6208
1.00E-09,0.09999,0.5,0.1,9.99E-06,9.99E-09,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,1.00E+08,5,0.001,10,6209
1.00E-09,0.09999,0.5,0.1,9.99E-06,9.99E-09,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,1.00E+08,5,0.001,100,6210
1.00E-09,0.09999,0.5,0.1,5.00E-06,5.00E-06,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,1.00E+08,5,1,10,6211
1.00E-09,0.09999,0.5,0.1,5.00E-06,5.00E-06,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,1.00E+08,5,1,100,6212
1.00E-09,0.09999,0.5,0.1,9.09E-07,9.09E-06,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,1.00E+08,5,10,10,6213
1.00E-09,0.09999,0.5,0.1,9.09E-07,9.09E-06,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,1.00E+08,5,10,100,6214
1.00E-09,0.09999,0.5,0.1,9.90E-08,9.90E-06,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,1.00E+08,5,100,10,6215
1.00E-09,0.09999,0.5,0.1,9.90E-08,9.90E-06,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,1.00E+08,5,100,100,6216
1.00E-09,0.09999,0.545455,0.054545,9.99E-06,9.99E-09,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,1.00E+08,10,0.001,10,6217
1.00E-09,0.09999,0.545455,0.054545,9.99E-06,9.99E-09,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,1.00E+08,10,0.001,100,6218
1.00E-09,0.09999,0.545455,0.054545,5.00E-06,5.00E-06,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,1.00E+08,10,1,10,6219
1.00E-09,0.09999,0.545455,0.054545,5.00E-06,5.00E-06,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,1.00E+08,10,1,100,6220
1.00E-09,0.09999,0.545455,0.054545,9.09E-07,9.09E-06,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,1.00E+08,10,10,10,6221
1.00E-09,0.09999,0.545455,0.054545,9.09E-07,9.09E-06,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,1.00E+08,10,10,100,6222
1.00E-09,0.09999,0.545455,0.054545,9.90E-08,9.90E-06,0.272727,0.027273,0.09999,0.6,1.00E-05,0.3,1.00E+08,10,100,10,6223
1.00E-09,0.09999,0.545455,0.054545,9.90E-08,9.90E-06,0.29703,0.00297,0.09999,0.6,1.00E-05,0.3,1.00E+08,10,100,100,6224
0.19998,2.00E-05,0.000599,0.599401,0.1998,0.0002,9.09E-21,9.09E-22,0.2,0.6,0.2,1.00E-20,1.00E-04,0.001,0.001,10,6225
0.19998,2.00E-05,0.000599,0.599401,0.1,0.1,9.09E-21,9.09E-22,0.2,0.6,0.2,1.00E-20,1.00E-04,0.001,1,10,6226
0.19998,2.00E-05,0.000599,0.599401,0.018182,0.181818,9.09E-21,9.09E-22,0.2,0.6,0.2,1.00E-20,1.00E-04,0.001,10,10,6227
0.19998,2.00E-05,0.000599,0.599401,0.00198,0.19802,9.09E-21,9.09E-22,0.2,0.6,0.2,1.00E-20,1.00E-04,0.001,100,10,6228
0.19998,2.00E-05,0.054545,0.545455,0.1998,0.0002,9.09E-21,9.09E-22,0.2,0.6,0.2,1.00E-20,1.00E-04,0.1,0.001,10,6229
0.19998,2.00E-05,0.054545,0.545455,0.1,0.1,9.09E-21,9.09E-22,0.2,0.6,0.2,1.00E-20,1.00E-04,0.1,1,10,6230
0.19998,2.00E-05,0.054545,0.545455,0.018182,0.181818,9.09E-21,9.09E-22,0.2,0.6,0.2,1.00E-20,1.00E-04,0.1,10,10,6231
0.19998,2.00E-05,0.054545,0.545455,0.00198,0.19802,9.09E-21,9.09E-22,0.2,0.6,0.2,1.00E-20,1.00E-04,0.1,100,10,6232
0.19998,2.00E-05,0.138462,0.461538,0.1998,0.0002,9.09E-21,9.09E-22,0.2,0.6,0.2,1.00E-20,1.00E-04,0.3,0.001,10,6233
0.19998,2.00E-05,0.138462,0.461538,0.1,0.1,9.09E-21,9.09E-22,0.2,0.6,0.2,1.00E-20,1.00E-04,0.3,1,10,6234
0.19998,2.00E-05,0.138462,0.461538,0.018182,0.181818,9.09E-21,9.09E-22,0.2,0.6,0.2,1.00E-20,1.00E-04,0.3,10,10,6235
0.19998,2.00E-05,0.138462,0.461538,0.00198,0.19802,9.09E-21,9.09E-22,0.2,0.6,0.2,1.00E-20,1.00E-04,0.3,100,10,6236
0.19998,2.00E-05,0.2,0.4,0.1998,0.0002,9.09E-21,9.09E-22,0.2,0.6,0.2,1.00E-20,1.00E-04,0.5,0.001,10,6237
0.19998,2.00E-05,0.2,0.4,0.1,0.1,9.09E-21,9.09E-22,0.2,0.6,0.2,1.00E-20,1.00E-04,0.5,1,10,6238
0.19998,2.00E-05,0.2,0.4,0.018182,0.181818,9.09E-21,9.09E-22,0.2,0.6,0.2,1.00E-20,1.00E-04,0.5,10,10,6239
0.19998,2.00E-05,0.2,0.4,0.00198,0.19802,9.09E-21,9.09E-22,0.2,0.6,0.2,1.00E-20,1.00E-04,0.5,100,10,6240
0.19998,2.00E-05,0.247059,0.352941,0.1998,0.0002,9.09E-21,9.09E-22,0.2,0.6,0.2,1.00E-20,1.00E-04,0.7,0.001,10,6241
0.19998,2.00E-05,0.247059,0.352941,0.1,0.1,9.09E-21,9.09E-22,0.2,0.6,0.2,1.00E-20,1.00E-04,0.7,1,10,6242
0.19998,2.00E-05,0.247059,0.352941,0.018182,0.181818,9.09E-21,9.09E-22,0.2,0.6,0.2,1.00E-20,1.00E-04,0.7,10,10,6243
0.19998,2.00E-05,0.247059,0.352941,0.00198,0.19802,9.09E-21,9.09E-22,0.2,0.6,0.2,1.00E-20,1.00E-04,0.7,100,10,6244
0.19998,2.00E-05,0.3,0.3,0.1998,0.0002,9.09E-21,9.09E-22,0.2,0.6,0.2,1.00E-20,1.00E-04,1,0.001,10,6245
0.19998,2.00E-05,0.3,0.3,0.1,0.1,9.09E-21,9.09E-22,0.2,0.6,0.2,1.00E-20,1.00E-04,1,1,10,6246
0.19998,2.00E-05,0.3,0.3,0.018182,0.181818,9.09E-21,9.09E-22,0.2,0.6,0.2,1.00E-20,1.00E-04,1,10,10,6247
0.19998,2.00E-05,0.3,0.3,0.00198,0.19802,9.09E-21,9.09E-22,0.2,0.6,0.2,1.00E-20,1.00E-04,1,100,10,6248
0.19998,2.00E-05,0.5,0.1,0.1998,0.0002,9.09E-21,9.09E-22,0.2,0.6,0.2,1.00E-20,1.00E-04,5,0.001,10,6249
0.19998,2.00E-05,0.5,0.1,0.1,0.1,9.09E-21,9.09E-22,0.2,0.6,0.2,1.00E-20,1.00E-04,5,1,10,6250
0.19998,2.00E-05,0.5,0.1,0.018182,0.181818,9.09E-21,9.09E-22,0.2,0.6,0.2,1.00E-20,1.00E-04,5,10,10,6251
0.19998,2.00E-05,0.5,0.1,0.00198,0.19802,9.09E-21,9.09E-22,0.2,0.6,0.2,1.00E-20,1.00E-04,5,100,10,6252
0.19998,2.00E-05,0.545455,0.054545,0.1998,0.0002,9.09E-21,9.09E-22,0.2,0.6,0.2,1.00E-20,1.00E-04,10,0.001,10,6253
0.19998,2.00E-05,0.545455,0.054545,0.1,0.1,9.09E-21,9.09E-22,0.2,0.6,0.2,1.00E-20,1.00E-04,10,1,10,6254
0.19998,2.00E-05,0.545455,0.054545,0.018182,0.181818,9.09E-21,9.09E-22,0.2,0.6,0.2,1.00E-20,1.00E-04,10,10,10,6255
0.19998,2.00E-05,0.545455,0.054545,0.00198,0.19802,9.09E-21,9.09E-22,0.2,0.6,0.2,1.00E-20,1.00E-04,10,100,10,6256
0.19802,0.00198,0.000599,0.599401,0.1998,0.0002,9.09E-21,9.09E-22,0.2,0.6,0.2,1.00E-20,0.01,0.001,0.001,10,6257
0.19802,0.00198,0.000599,0.599401,0.1,0.1,9.09E-21,9.09E-22,0.2,0.6,0.2,1.00E-20,0.01,0.001,1,10,6258
0.19802,0.00198,0.000599,0.599401,0.018182,0.181818,9.09E-21,9.09E-22,0.2,0.6,0.2,1.00E-20,0.01,0.001,10,10,6259
0.19802,0.00198,0.000599,0.599401,0.00198,0.19802,9.09E-21,9.09E-22,0.2,0.6,0.2,1.00E-20,0.01,0.001,100,10,6260
0.19802,0.00198,0.054545,0.545455,0.1998,0.0002,9.09E-21,9.09E-22,0.2,0.6,0.2,1.00E-20,0.01,0.1,0.001,10,6261
0.19802,0.00198,0.054545,0.545455,0.1,0.1,9.09E-21,9.09E-22,0.2,0.6,0.2,1.00E-20,0.01,0.1,1,10,6262
0.19802,0.00198,0.054545,0.545455,0.018182,0.181818,9.09E-21,9.09E-22,0.2,0.6,0.2,1.00E-20,0.01,0.1,10,10,6263
0.19802,0.00198,0.054545,0.545455,0.00198,0.19802,9.09E-21,9.09E-22,0.2,0.6,0.2,1.00E-20,0.01,0.1,100,10,6264
0.19802,0.00198,0.138462,0.461538,0.1998,0.0002,9.09E-21,9.09E-22,0.2,0.6,0.2,1.00E-20,0.01,0.3,0.001,10,6265
0.19802,0.00198,0.138462,0.461538,0.1,0.1,9.09E-21,9.09E-22,0.2,0.6,0.2,1.00E-20,0.01,0.3,1,10,6266
0.19802,0.00198,0.138462,0.461538,0.018182,0.181818,9.09E-21,9.09E-22,0.2,0.6,0.2,1.00E-20,0.01,0.3,10,10,6267
0.19802,0.00198,0.138462,0.461538,0.00198,0.19802,9.09E-21,9.09E-22,0.2,0.6,0.2,1.00E-20,0.01,0.3,100,10,6268
0.19802,0.00198,0.2,0.4,0.1998,0.0002,9.09E-21,9.09E-22,0.2,0.6,0.2,1.00E-20,0.01,0.5,0.001,10,6269
0.19802,0.00198,0.2,0.4,0.1,0.1,9.09E-21,9.09E-22,0.2,0.6,0.2,1.00E-20,0.01,0.5,1,10,6270
0.19802,0.00198,0.2,0.4,0.018182,0.181818,9.09E-21,9.09E-22,0.2,0.6,0.2,1.00E-20,0.01,0.5,10,10,6271
0.19802,0.00198,0.2,0.4,0.00198,0.19802,9.09E-21,9.09E-22,0.2,0.6,0.2,1.00E-20,0.01,0.5,100,10,6272
0.19802,0.00198,0.247059,0.352941,0.1998,0.0002,9.09E-21,9.09E-22,0.2,0.6,0.2,1.00E-20,0.01,0.7,0.001,10,6273
0.19802,0.00198,0.247059,0.352941,0.1,0.1,9.09E-21,9.09E-22,0.2,0.6,0.2,1.00E-20,0.01,0.7,1,10,6274
0.19802,0.00198,0.247059,0.352941,0.018182,0.181818,9.09E-21,9.09E-22,0.2,0.6,0.2,1.00E-20,0.01,0.7,10,10,6275
0.19802,0.00198,0.247059,0.352941,0.00198,0.19802,9.09E-21,9.09E-22,0.2,0.6,0.2,1.00E-20,0.01,0.7,100,10,6276
0.19802,0.00198,0.3,0.3,0.1998,0.0002,9.09E-21,9.09E-22,0.2,0.6,0.2,1.00E-20,0.01,1,0.001,10,6277
0.19802,0.00198,0.3,0.3,0.1,0.1,9.09E-21,9.09E-22,0.2,0.6,0.2,1.00E-20,0.01,1,1,10,6278
0.19802,0.00198,0.3,0.3,0.018182,0.181818,9.09E-21,9.09E-22,0.2,0.6,0.2,1.00E-20,0.01,1,10,10,6279
0.19802,0.00198,0.3,0.3,0.00198,0.19802,9.09E-21,9.09E-22,0.2,0.6,0.2,1.00E-20,0.01,1,100,10,6280
0.19802,0.00198,0.5,0.1,0.1998,0.0002,9.09E-21,9.09E-22,0.2,0.6,0.2,1.00E-20,0.01,5,0.001,10,6281
0.19802,0.00198,0.5,0.1,0.1,0.1,9.09E-21,9.09E-22,0.2,0.6,0.2,1.00E-20,0.01,5,1,10,6282
0.19802,0.00198,0.5,0.1,0.018182,0.181818,9.09E-21,9.09E-22,0.2,0.6,0.2,1.00E-20,0.01,5,10,10,6283
0.19802,0.00198,0.5,0.1,0.00198,0.19802,9.09E-21,9.09E-22,0.2,0.6,0.2,1.00E-20,0.01,5,100,10,6284
0.19802,0.00198,0.545455,0.054545,0.1998,0.0002,9.09E-21,9.09E-22,0.2,0.6,0.2,1.00E-20,0.01,10,0.001,10,6285
0.19802,0.00198,0.545455,0.054545,0.1,0.1,9.09E-21,9.09E-22,0.2,0.6,0.2,1.00E-20,0.01,10,1,10,6286
0.19802,0.00198,0.545455,0.054545,0.018182,0.181818,9.09E-21,9.09E-22,0.2,0.6,0.2,1.00E-20,0.01,10,10,10,6287
0.19802,0.00198,0.545455,0.054545,0.00198,0.19802,9.09E-21,9.09E-22,0.2,0.6,0.2,1.00E-20,0.01,10,100,10,6288
