H,N,C,O,P,S,Si,Ti,H+N,C+O,S+P,Si+Ti,H/N,C/O,S/P,Si/Ti,comp_number
0.00495,0.49504,0.181818,0.018182,5.00E-06,5.00E-06,0.29703,0.00297,0.49999,0.2,1.00E-05,0.3,100,10,1,100,3876
0.00495,0.49504,0.181818,0.018182,9.09E-07,9.09E-06,0.272727,0.027273,0.49999,0.2,1.00E-05,0.3,100,10,10,10,3877
0.00495,0.49504,0.181818,0.018182,9.09E-07,9.09E-06,0.29703,0.00297,0.49999,0.2,1.00E-05,0.3,100,10,10,100,3878
0.00495,0.49504,0.181818,0.018182,9.90E-08,9.90E-06,0.272727,0.027273,0.49999,0.2,1.00E-05,0.3,100,10,100,10,3879
0.00495,0.49504,0.181818,0.018182,9.90E-08,9.90E-06,0.29703,0.00297,0.49999,0.2,1.00E-05,0.3,100,10,100,100,3880
5.00E-09,0.49999,0.0002,0.1998,9.99E-06,9.99E-09,0.272727,0.027273,0.49999,0.2,1.00E-05,0.3,1.00E+08,0.001,0.001,10,3881
5.00E-09,0.49999,0.0002,0.1998,9.99E-06,9.99E-09,0.29703,0.00297,0.49999,0.2,1.00E-05,0.3,1.00E+08,0.001,0.001,100,3882
5.00E-09,0.49999,0.0002,0.1998,5.00E-06,5.00E-06,0.272727,0.027273,0.49999,0.2,1.00E-05,0.3,1.00E+08,0.001,1,10,3883
5.00E-09,0.49999,0.0002,0.1998,5.00E-06,5.00E-06,0.29703,0.00297,0.49999,0.2,1.00E-05,0.3,1.00E+08,0.001,1,100,3884
5.00E-09,0.49999,0.0002,0.1998,9.09E-07,9.09E-06,0.272727,0.027273,0.49999,0.2,1.00E-05,0.3,1.00E+08,0.001,10,10,3885
5.00E-09,0.49999,0.0002,0.1998,9.09E-07,9.09E-06,0.29703,0.00297,0.49999,0.2,1.00E-05,0.3,1.00E+08,0.001,10,100,3886
5.00E-09,0.49999,0.0002,0.1998,9.90E-08,9.90E-06,0.272727,0.027273,0.49999,0.2,1.00E-05,0.3,1.00E+08,0.001,100,10,3887
5.00E-09,0.49999,0.0002,0.1998,9.90E-08,9.90E-06,0.29703,0.00297,0.49999,0.2,1.00E-05,0.3,1.00E+08,0.001,100,100,3888
5.00E-09,0.49999,0.018182,0.181818,9.99E-06,9.99E-09,0.272727,0.027273,0.49999,0.2,1.00E-05,0.3,1.00E+08,0.1,0.001,10,3889
5.00E-09,0.49999,0.018182,0.181818,9.99E-06,9.99E-09,0.29703,0.00297,0.49999,0.2,1.00E-05,0.3,1.00E+08,0.1,0.001,100,3890
5.00E-09,0.49999,0.018182,0.181818,5.00E-06,5.00E-06,0.272727,0.027273,0.49999,0.2,1.00E-05,0.3,1.00E+08,0.1,1,10,3891
5.00E-09,0.49999,0.018182,0.181818,5.00E-06,5.00E-06,0.29703,0.00297,0.49999,0.2,1.00E-05,0.3,1.00E+08,0.1,1,100,3892
5.00E-09,0.49999,0.018182,0.181818,9.09E-07,9.09E-06,0.272727,0.027273,0.49999,0.2,1.00E-05,0.3,1.00E+08,0.1,10,10,3893
5.00E-09,0.49999,0.018182,0.181818,9.09E-07,9.09E-06,0.29703,0.00297,0.49999,0.2,1.00E-05,0.3,1.00E+08,0.1,10,100,3894
5.00E-09,0.49999,0.018182,0.181818,9.90E-08,9.90E-06,0.272727,0.027273,0.49999,0.2,1.00E-05,0.3,1.00E+08,0.1,100,10,3895
5.00E-09,0.49999,0.018182,0.181818,9.90E-08,9.90E-06,0.29703,0.00297,0.49999,0.2,1.00E-05,0.3,1.00E+08,0.1,100,100,3896
5.00E-09,0.49999,0.046154,0.153846,9.99E-06,9.99E-09,0.272727,0.027273,0.49999,0.2,1.00E-05,0.3,1.00E+08,0.3,0.001,10,3897
5.00E-09,0.49999,0.046154,0.153846,9.99E-06,9.99E-09,0.29703,0.00297,0.49999,0.2,1.00E-05,0.3,1.00E+08,0.3,0.001,100,3898
5.00E-09,0.49999,0.046154,0.153846,5.00E-06,5.00E-06,0.272727,0.027273,0.49999,0.2,1.00E-05,0.3,1.00E+08,0.3,1,10,3899
5.00E-09,0.49999,0.046154,0.153846,5.00E-06,5.00E-06,0.29703,0.00297,0.49999,0.2,1.00E-05,0.3,1.00E+08,0.3,1,100,3900
5.00E-09,0.49999,0.046154,0.153846,9.09E-07,9.09E-06,0.272727,0.027273,0.49999,0.2,1.00E-05,0.3,1.00E+08,0.3,10,10,3901
5.00E-09,0.49999,0.046154,0.153846,9.09E-07,9.09E-06,0.29703,0.00297,0.49999,0.2,1.00E-05,0.3,1.00E+08,0.3,10,100,3902
5.00E-09,0.49999,0.046154,0.153846,9.90E-08,9.90E-06,0.272727,0.027273,0.49999,0.2,1.00E-05,0.3,1.00E+08,0.3,100,10,3903
5.00E-09,0.49999,0.046154,0.153846,9.90E-08,9.90E-06,0.29703,0.00297,0.49999,0.2,1.00E-05,0.3,1.00E+08,0.3,100,100,3904
5.00E-09,0.49999,0.066667,0.133333,9.99E-06,9.99E-09,0.272727,0.027273,0.49999,0.2,1.00E-05,0.3,1.00E+08,0.5,0.001,10,3905
5.00E-09,0.49999,0.066667,0.133333,9.99E-06,9.99E-09,0.29703,0.00297,0.49999,0.2,1.00E-05,0.3,1.00E+08,0.5,0.001,100,3906
5.00E-09,0.49999,0.066667,0.133333,5.00E-06,5.00E-06,0.272727,0.027273,0.49999,0.2,1.00E-05,0.3,1.00E+08,0.5,1,10,3907
5.00E-09,0.49999,0.066667,0.133333,5.00E-06,5.00E-06,0.29703,0.00297,0.49999,0.2,1.00E-05,0.3,1.00E+08,0.5,1,100,3908
5.00E-09,0.49999,0.066667,0.133333,9.09E-07,9.09E-06,0.272727,0.027273,0.49999,0.2,1.00E-05,0.3,1.00E+08,0.5,10,10,3909
5.00E-09,0.49999,0.066667,0.133333,9.09E-07,9.09E-06,0.29703,0.00297,0.49999,0.2,1.00E-05,0.3,1.00E+08,0.5,10,100,3910
5.00E-09,0.49999,0.066667,0.133333,9.90E-08,9.90E-06,0.272727,0.027273,0.49999,0.2,1.00E-05,0.3,1.00E+08,0.5,100,10,3911
5.00E-09,0.49999,0.066667,0.133333,9.90E-08,9.90E-06,0.29703,0.00297,0.49999,0.2,1.00E-05,0.3,1.00E+08,0.5,100,100,3912
5.00E-09,0.49999,0.082353,0.117647,9.99E-06,9.99E-09,0.272727,0.027273,0.49999,0.2,1.00E-05,0.3,1.00E+08,0.7,0.001,10,3913
5.00E-09,0.49999,0.082353,0.117647,9.99E-06,9.99E-09,0.29703,0.00297,0.49999,0.2,1.00E-05,0.3,1.00E+08,0.7,0.001,100,3914
5.00E-09,0.49999,0.082353,0.117647,5.00E-06,5.00E-06,0.272727,0.027273,0.49999,0.2,1.00E-05,0.3,1.00E+08,0.7,1,10,3915
5.00E-09,0.49999,0.082353,0.117647,5.00E-06,5.00E-06,0.29703,0.00297,0.49999,0.2,1.00E-05,0.3,1.00E+08,0.7,1,100,3916
5.00E-09,0.49999,0.082353,0.117647,9.09E-07,9.09E-06,0.272727,0.027273,0.49999,0.2,1.00E-05,0.3,1.00E+08,0.7,10,10,3917
5.00E-09,0.49999,0.082353,0.117647,9.09E-07,9.09E-06,0.29703,0.00297,0.49999,0.2,1.00E-05,0.3,1.00E+08,0.7,10,100,3918
5.00E-09,0.49999,0.082353,0.117647,9.90E-08,9.90E-06,0.272727,0.027273,0.49999,0.2,1.00E-05,0.3,1.00E+08,0.7,100,10,3919
5.00E-09,0.49999,0.082353,0.117647,9.90E-08,9.90E-06,0.29703,0.00297,0.49999,0.2,1.00E-05,0.3,1.00E+08,0.7,100,100,3920
5.00E-09,0.49999,0.1,0.1,9.99E-06,9.99E-09,0.272727,0.027273,0.49999,0.2,1.00E-05,0.3,1.00E+08,1,0.001,10,3921
5.00E-09,0.49999,0.1,0.1,9.99E-06,9.99E-09,0.29703,0.00297,0.49999,0.2,1.00E-05,0.3,1.00E+08,1,0.001,100,3922
5.00E-09,0.49999,0.1,0.1,5.00E-06,5.00E-06,0.272727,0.027273,0.49999,0.2,1.00E-05,0.3,1.00E+08,1,1,10,3923
5.00E-09,0.49999,0.1,0.1,5.00E-06,5.00E-06,0.29703,0.00297,0.49999,0.2,1.00E-05,0.3,1.00E+08,1,1,100,3924
5.00E-09,0.49999,0.1,0.1,9.09E-07,9.09E-06,0.272727,0.027273,0.49999,0.2,1.00E-05,0.3,1.00E+08,1,10,10,3925
5.00E-09,0.49999,0.1,0.1,9.09E-07,9.09E-06,0.29703,0.00297,0.49999,0.2,1.00E-05,0.3,1.00E+08,1,10,100,3926
5.00E-09,0.49999,0.1,0.1,9.90E-08,9.90E-06,0.272727,0.027273,0.49999,0.2,1.00E-05,0.3,1.00E+08,1,100,10,3927
5.00E-09,0.49999,0.1,0.1,9.90E-08,9.90E-06,0.29703,0.00297,0.49999,0.2,1.00E-05,0.3,1.00E+08,1,100,100,3928
5.00E-09,0.49999,0.166667,0.033333,9.99E-06,9.99E-09,0.272727,0.027273,0.49999,0.2,1.00E-05,0.3,1.00E+08,5,0.001,10,3929
5.00E-09,0.49999,0.166667,0.033333,9.99E-06,9.99E-09,0.29703,0.00297,0.49999,0.2,1.00E-05,0.3,1.00E+08,5,0.001,100,3930
5.00E-09,0.49999,0.166667,0.033333,5.00E-06,5.00E-06,0.272727,0.027273,0.49999,0.2,1.00E-05,0.3,1.00E+08,5,1,10,3931
5.00E-09,0.49999,0.166667,0.033333,5.00E-06,5.00E-06,0.29703,0.00297,0.49999,0.2,1.00E-05,0.3,1.00E+08,5,1,100,3932
5.00E-09,0.49999,0.166667,0.033333,9.09E-07,9.09E-06,0.272727,0.027273,0.49999,0.2,1.00E-05,0.3,1.00E+08,5,10,10,3933
5.00E-09,0.49999,0.166667,0.033333,9.09E-07,9.09E-06,0.29703,0.00297,0.49999,0.2,1.00E-05,0.3,1.00E+08,5,10,100,3934
5.00E-09,0.49999,0.166667,0.033333,9.90E-08,9.90E-06,0.272727,0.027273,0.49999,0.2,1.00E-05,0.3,1.00E+08,5,100,10,3935
5.00E-09,0.49999,0.166667,0.033333,9.90E-08,9.90E-06,0.29703,0.00297,0.49999,0.2,1.00E-05,0.3,1.00E+08,5,100,100,3936
5.00E-09,0.49999,0.181818,0.018182,9.99E-06,9.99E-09,0.272727,0.027273,0.49999,0.2,1.00E-05,0.3,1.00E+08,10,0.001,10,3937
5.00E-09,0.49999,0.181818,0.018182,9.99E-06,9.99E-09,0.29703,0.00297,0.49999,0.2,1.00E-05,0.3,1.00E+08,10,0.001,100,3938
5.00E-09,0.49999,0.181818,0.018182,5.00E-06,5.00E-06,0.272727,0.027273,0.49999,0.2,1.00E-05,0.3,1.00E+08,10,1,10,3939
5.00E-09,0.49999,0.181818,0.018182,5.00E-06,5.00E-06,0.29703,0.00297,0.49999,0.2,1.00E-05,0.3,1.00E+08,10,1,100,3940
5.00E-09,0.49999,0.181818,0.018182,9.09E-07,9.09E-06,0.272727,0.027273,0.49999,0.2,1.00E-05,0.3,1.00E+08,10,10,10,3941
5.00E-09,0.49999,0.181818,0.018182,9.09E-07,9.09E-06,0.29703,0.00297,0.49999,0.2,1.00E-05,0.3,1.00E+08,10,10,100,3942
5.00E-09,0.49999,0.181818,0.018182,9.90E-08,9.90E-06,0.272727,0.027273,0.49999,0.2,1.00E-05,0.3,1.00E+08,10,100,10,3943
5.00E-09,0.49999,0.181818,0.018182,9.90E-08,9.90E-06,0.29703,0.00297,0.49999,0.2,1.00E-05,0.3,1.00E+08,10,100,100,3944
0.59994,6.00E-05,0.0002,0.1998,0.1998,0.0002,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,0.0001,0.001,0.001,10,3945
0.59994,6.00E-05,0.0002,0.1998,0.1,0.1,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,0.0001,0.001,1,10,3946
0.59994,6.00E-05,0.0002,0.1998,0.018182,0.181818,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,0.0001,0.001,10,10,3947
0.59994,6.00E-05,0.0002,0.1998,0.00198,0.19802,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,0.0001,0.001,100,10,3948
0.59994,6.00E-05,0.018182,0.181818,0.1998,0.0002,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,0.0001,0.1,0.001,10,3949
0.59994,6.00E-05,0.018182,0.181818,0.1,0.1,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,0.0001,0.1,1,10,3950
0.59994,6.00E-05,0.018182,0.181818,0.018182,0.181818,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,0.0001,0.1,10,10,3951
0.59994,6.00E-05,0.018182,0.181818,0.00198,0.19802,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,0.0001,0.1,100,10,3952
0.59994,6.00E-05,0.046154,0.153846,0.1998,0.0002,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,0.0001,0.3,0.001,10,3953
0.59994,6.00E-05,0.046154,0.153846,0.1,0.1,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,0.0001,0.3,1,10,3954
0.59994,6.00E-05,0.046154,0.153846,0.018182,0.181818,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,0.0001,0.3,10,10,3955
0.59994,6.00E-05,0.046154,0.153846,0.00198,0.19802,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,0.0001,0.3,100,10,3956
0.59994,6.00E-05,0.066667,0.133333,0.1998,0.0002,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,0.0001,0.5,0.001,10,3957
0.59994,6.00E-05,0.066667,0.133333,0.1,0.1,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,0.0001,0.5,1,10,3958
0.59994,6.00E-05,0.066667,0.133333,0.018182,0.181818,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,0.0001,0.5,10,10,3959
0.59994,6.00E-05,0.066667,0.133333,0.00198,0.19802,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,0.0001,0.5,100,10,3960
0.59994,6.00E-05,0.082353,0.117647,0.1998,0.0002,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,0.0001,0.7,0.001,10,3961
0.59994,6.00E-05,0.082353,0.117647,0.1,0.1,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,0.0001,0.7,1,10,3962
0.59994,6.00E-05,0.082353,0.117647,0.018182,0.181818,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,0.0001,0.7,10,10,3963
0.59994,6.00E-05,0.082353,0.117647,0.00198,0.19802,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,0.0001,0.7,100,10,3964
0.59994,6.00E-05,0.1,0.1,0.1998,0.0002,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,0.0001,1,0.001,10,3965
0.59994,6.00E-05,0.1,0.1,0.1,0.1,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,0.0001,1,1,10,3966
0.59994,6.00E-05,0.1,0.1,0.018182,0.181818,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,0.0001,1,10,10,3967
0.59994,6.00E-05,0.1,0.1,0.00198,0.19802,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,0.0001,1,100,10,3968
0.59994,6.00E-05,0.166667,0.033333,0.1998,0.0002,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,0.0001,5,0.001,10,3969
0.59994,6.00E-05,0.166667,0.033333,0.1,0.1,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,0.0001,5,1,10,3970
0.59994,6.00E-05,0.166667,0.033333,0.018182,0.181818,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,0.0001,5,10,10,3971
0.59994,6.00E-05,0.166667,0.033333,0.00198,0.19802,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,0.0001,5,100,10,3972
0.59994,6.00E-05,0.181818,0.018182,0.1998,0.0002,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,0.0001,10,0.001,10,3973
0.59994,6.00E-05,0.181818,0.018182,0.1,0.1,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,0.0001,10,1,10,3974
0.59994,6.00E-05,0.181818,0.018182,0.018182,0.181818,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,0.0001,10,10,10,3975
0.59994,6.00E-05,0.181818,0.018182,0.00198,0.19802,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,0.0001,10,100,10,3976
0.594059,0.005941,0.0002,0.1998,0.1998,0.0002,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,0.01,0.001,0.001,10,3977
0.594059,0.005941,0.0002,0.1998,0.1,0.1,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,0.01,0.001,1,10,3978
0.594059,0.005941,0.0002,0.1998,0.018182,0.181818,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,0.01,0.001,10,10,3979
0.594059,0.005941,0.0002,0.1998,0.00198,0.19802,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,0.01,0.001,100,10,3980
0.594059,0.005941,0.018182,0.181818,0.1998,0.0002,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,0.01,0.1,0.001,10,3981
0.594059,0.005941,0.018182,0.181818,0.1,0.1,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,0.01,0.1,1,10,3982
0.594059,0.005941,0.018182,0.181818,0.018182,0.181818,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,0.01,0.1,10,10,3983
0.594059,0.005941,0.018182,0.181818,0.00198,0.19802,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,0.01,0.1,100,10,3984
0.594059,0.005941,0.046154,0.153846,0.1998,0.0002,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,0.01,0.3,0.001,10,3985
0.594059,0.005941,0.046154,0.153846,0.1,0.1,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,0.01,0.3,1,10,3986
0.594059,0.005941,0.046154,0.153846,0.018182,0.181818,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,0.01,0.3,10,10,3987
0.594059,0.005941,0.046154,0.153846,0.00198,0.19802,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,0.01,0.3,100,10,3988
0.594059,0.005941,0.066667,0.133333,0.1998,0.0002,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,0.01,0.5,0.001,10,3989
0.594059,0.005941,0.066667,0.133333,0.1,0.1,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,0.01,0.5,1,10,3990
0.594059,0.005941,0.066667,0.133333,0.018182,0.181818,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,0.01,0.5,10,10,3991
0.594059,0.005941,0.066667,0.133333,0.00198,0.19802,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,0.01,0.5,100,10,3992
0.594059,0.005941,0.082353,0.117647,0.1998,0.0002,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,0.01,0.7,0.001,10,3993
0.594059,0.005941,0.082353,0.117647,0.1,0.1,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,0.01,0.7,1,10,3994
0.594059,0.005941,0.082353,0.117647,0.018182,0.181818,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,0.01,0.7,10,10,3995
0.594059,0.005941,0.082353,0.117647,0.00198,0.19802,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,0.01,0.7,100,10,3996
0.594059,0.005941,0.1,0.1,0.1998,0.0002,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,0.01,1,0.001,10,3997
0.594059,0.005941,0.1,0.1,0.1,0.1,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,0.01,1,1,10,3998
0.594059,0.005941,0.1,0.1,0.018182,0.181818,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,0.01,1,10,10,3999
0.594059,0.005941,0.1,0.1,0.00198,0.19802,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,0.01,1,100,10,4000
0.594059,0.005941,0.166667,0.033333,0.1998,0.0002,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,0.01,5,0.001,10,4001
0.594059,0.005941,0.166667,0.033333,0.1,0.1,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,0.01,5,1,10,4002
0.594059,0.005941,0.166667,0.033333,0.018182,0.181818,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,0.01,5,10,10,4003
0.594059,0.005941,0.166667,0.033333,0.00198,0.19802,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,0.01,5,100,10,4004
0.594059,0.005941,0.181818,0.018182,0.1998,0.0002,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,0.01,10,0.001,10,4005
0.594059,0.005941,0.181818,0.018182,0.1,0.1,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,0.01,10,1,10,4006
0.594059,0.005941,0.181818,0.018182,0.018182,0.181818,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,0.01,10,10,10,4007
0.594059,0.005941,0.181818,0.018182,0.00198,0.19802,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,0.01,10,100,10,4008
0.3,0.3,0.0002,0.1998,0.1998,0.0002,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,1,0.001,0.001,10,4009
0.3,0.3,0.0002,0.1998,0.1,0.1,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,1,0.001,1,10,4010
0.3,0.3,0.0002,0.1998,0.018182,0.181818,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,1,0.001,10,10,4011
0.3,0.3,0.0002,0.1998,0.00198,0.19802,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,1,0.001,100,10,4012
0.3,0.3,0.018182,0.181818,0.1998,0.0002,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,1,0.1,0.001,10,4013
0.3,0.3,0.018182,0.181818,0.1,0.1,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,1,0.1,1,10,4014
0.3,0.3,0.018182,0.181818,0.018182,0.181818,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,1,0.1,10,10,4015
0.3,0.3,0.018182,0.181818,0.00198,0.19802,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,1,0.1,100,10,4016
0.3,0.3,0.046154,0.153846,0.1998,0.0002,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,1,0.3,0.001,10,4017
0.3,0.3,0.046154,0.153846,0.1,0.1,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,1,0.3,1,10,4018
0.3,0.3,0.046154,0.153846,0.018182,0.181818,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,1,0.3,10,10,4019
0.3,0.3,0.046154,0.153846,0.00198,0.19802,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,1,0.3,100,10,4020
0.3,0.3,0.066667,0.133333,0.1998,0.0002,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,1,0.5,0.001,10,4021
0.3,0.3,0.066667,0.133333,0.1,0.1,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,1,0.5,1,10,4022
0.3,0.3,0.066667,0.133333,0.018182,0.181818,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,1,0.5,10,10,4023
0.3,0.3,0.066667,0.133333,0.00198,0.19802,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,1,0.5,100,10,4024
0.3,0.3,0.082353,0.117647,0.1998,0.0002,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,1,0.7,0.001,10,4025
0.3,0.3,0.082353,0.117647,0.1,0.1,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,1,0.7,1,10,4026
0.3,0.3,0.082353,0.117647,0.018182,0.181818,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,1,0.7,10,10,4027
0.3,0.3,0.082353,0.117647,0.00198,0.19802,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,1,0.7,100,10,4028
0.3,0.3,0.1,0.1,0.1998,0.0002,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,1,1,0.001,10,4029
0.3,0.3,0.1,0.1,0.1,0.1,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,1,1,1,10,4030
0.3,0.3,0.1,0.1,0.018182,0.181818,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,1,1,10,10,4031
0.3,0.3,0.1,0.1,0.00198,0.19802,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,1,1,100,10,4032
0.3,0.3,0.166667,0.033333,0.1998,0.0002,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,1,5,0.001,10,4033
0.3,0.3,0.166667,0.033333,0.1,0.1,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,1,5,1,10,4034
0.3,0.3,0.166667,0.033333,0.018182,0.181818,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,1,5,10,10,4035
0.3,0.3,0.166667,0.033333,0.00198,0.19802,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,1,5,100,10,4036
0.3,0.3,0.181818,0.018182,0.1998,0.0002,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,1,10,0.001,10,4037
0.3,0.3,0.181818,0.018182,0.1,0.1,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,1,10,1,10,4038
0.3,0.3,0.181818,0.018182,0.018182,0.181818,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,1,10,10,10,4039
0.3,0.3,0.181818,0.018182,0.00198,0.19802,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,1,10,100,10,4040
0.005941,0.594059,0.0002,0.1998,0.1998,0.0002,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,100,0.001,0.001,10,4041
0.005941,0.594059,0.0002,0.1998,0.1,0.1,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,100,0.001,1,10,4042
0.005941,0.594059,0.0002,0.1998,0.018182,0.181818,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,100,0.001,10,10,4043
0.005941,0.594059,0.0002,0.1998,0.00198,0.19802,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,100,0.001,100,10,4044
0.005941,0.594059,0.018182,0.181818,0.1998,0.0002,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,100,0.1,0.001,10,4045
0.005941,0.594059,0.018182,0.181818,0.1,0.1,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,100,0.1,1,10,4046
0.005941,0.594059,0.018182,0.181818,0.018182,0.181818,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,100,0.1,10,10,4047
0.005941,0.594059,0.018182,0.181818,0.00198,0.19802,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,100,0.1,100,10,4048
0.005941,0.594059,0.046154,0.153846,0.1998,0.0002,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,100,0.3,0.001,10,4049
0.005941,0.594059,0.046154,0.153846,0.1,0.1,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,100,0.3,1,10,4050
0.005941,0.594059,0.046154,0.153846,0.018182,0.181818,9.09E-21,9.09E-22,0.6,0.2,0.2,1.00E-20,100,0.3,10,10,4051
